#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_533	3989	292	N	Y	41	*	533
contig_1904	3984	189	N	Y	2	*	1904
contig_1328	3979	16	N	Y	1	296	*,1328,*
contig_2969	3976	43	Y	N	1	*	2969
contig_2941	3974	68	Y	N	1	*	2941
contig_1602	3971	76	N	Y	1	*	1602
contig_2438	3961	10	N	N	1	*	2438
contig_226	3918	222	N	Y	74	*	226
contig_867	3912	12	N	Y	1	218	*,867,*
contig_2949	3906	62	Y	N	1	*	2949
contig_2957	3906	26	Y	N	1	*	2957
contig_236	3889	7	N	Y	3	*	236
contig_3155	3889	28	Y	N	1	*	3155
contig_3061	3882	36	Y	N	1	*	3061
contig_2997	3878	179	Y	N	2	*	2997
contig_2030	3867	5	N	Y	1	*	2030
contig_942	3858	222	N	N	44	*	*,942,*
contig_1874	3857	83	N	N	2	*	2710,1874,-2710
contig_125	3855	448	N	Y	32	*	125
contig_414	3849	5	N	Y	2	*	414
contig_1158	3844	220	N	N	4	*	*,1158,*
contig_2373	3844	230	Y	Y	1	*	2373
contig_2999	3837	20	Y	N	1	*	2999
contig_2915	3825	23	Y	N	1	*	2915
contig_162	3798	13	N	Y	3	*	162
contig_1677	3796	19	N	N	1	*	1677
contig_28	3784	351	N	Y	3	*	28
contig_2523	3781	11	N	Y	1	292	*,2523,*
contig_2950	3780	703	Y	N	6	*	2950
contig_1422	3757	37	N	Y	1	*	1422
contig_561	3757	743	N	Y	185	*	561
contig_800	3751	38	N	Y	1	*	800
contig_1290	3733	9	N	N	1	*	*,1290,*
contig_2664	3716	52	N	N	1	*	2664
contig_3018	3714	56	Y	N	1	*	3018
contig_3132	3712	11	Y	N	1	*	3132
contig_3162	3706	5	Y	N	1	*	3162
contig_2528	3700	144	Y	Y	1	*	2528
contig_2844	3685	19	Y	Y	3	*	2844
contig_726	3680	7	N	Y	3	*	726
contig_1201	3679	1063	N	N	9	*	*,1201,*
contig_2286	3679	52	N	N	3	*	*,2286,*
contig_3012	3661	64	Y	N	1	*	3012
contig_711	3641	50	N	Y	25	*	711
contig_2817	3640	352	N	N	3	*	*,2817,*
contig_3082	3632	19	Y	N	1	*	3082
contig_1484	3620	10	N	N	2	*	*,1484,*
contig_14	3616	74	N	N	1	*	*,14,*
contig_2974	3613	73	Y	N	1	*	2974
contig_1742	3608	32	N	Y	1	*	1742
contig_3106	3603	80	Y	N	1	*	3106
contig_3009	3598	118	Y	N	1	*	3009
contig_2943	3597	58	Y	N	1	*	2943
contig_2204	3590	179	N	Y	2	272	*,2204,*
contig_99	3583	874	N	Y	6	*	99
contig_3078	3575	17	Y	N	1	*	3078
contig_2205	3570	14	N	Y	1	272	*,2205,*
contig_1743	3556	16	N	Y	1	*	1743
contig_2608	3555	10	N	N	1	*	2607,2608
contig_2924	3555	43	Y	N	1	*	2924
contig_1588	3549	6	N	Y	1	250	*,1588,*
contig_2234	3540	76	N	N	2	*	*,2234,*
contig_1869	3531	45	N	N	1	*	*,1869,*
contig_2004	3530	6	N	Y	1	*	2004
contig_2332	3521	106	Y	Y	3	*	2332
contig_2978	3518	30	Y	N	1	*	2978
contig_1587	3516	39	N	Y	2	250	*,1587,*
contig_2546	3514	357	Y	Y	3	*	2546
contig_3173	3508	22	Y	N	1	*	3173
contig_1967	3507	10	N	N	1	*	*,1967,*
contig_2940	3507	20	Y	N	1	*	2940
contig_1625	3506	6	N	N	1	*	*,1625,*
contig_650	3505	9	N	Y	4	*	650
contig_211	3503	26	N	Y	1	*	211
contig_2060	3496	27	N	N	1	*	*,2060,*
contig_2579	3495	22	N	N	2	*	*,2579,*
contig_333	3481	126	N	Y	63	*	333
contig_614	3481	10	N	Y	5	*	614
contig_3171	3477	49	Y	N	1	*	3171
contig_372	3459	304	N	Y	101	*	372
contig_2111	3441	43	N	Y	1	268	2111
contig_764	3438	47	N	N	1	*	*,764,*
contig_1284	3436	11	N	N	1	*	*,1284,*
contig_1466	3436	69	N	Y	3	*	1466
contig_1308	3402	113	N	Y	1	314	1308
contig_777	3401	54	N	N	1	*	774,774,776,777,-774
contig_3144	3400	7	Y	N	1	*	3144
contig_2989	3397	119	Y	N	2	*	2989
contig_3153	3393	12	Y	N	1	*	3153
contig_1200	3392	783	N	Y	7	*	1200
contig_3030	3379	50	Y	N	1	*	3030
contig_3150	3379	108	Y	N	1	*	3150
contig_3160	3379	16	Y	N	1	*	3160
contig_2083	3373	135	N	N	3	*	*,2083,*
contig_3135	3369	19	Y	N	1	*	3135
contig_2422	3368	51	N	Y	1	280	*,2422,*
contig_3122	3367	43	Y	N	1	*	3122
contig_2591	3365	65	N	N	2	*	*,2591,*
contig_725	3353	14	N	Y	4	*	725
contig_635	3348	400	N	Y	200	*	635
contig_3083	3340	50	Y	N	1	*	3083
contig_1447	3333	4	N	N	1	*	*,1447,*
contig_244	3326	42	N	Y	21	*	244
contig_1514	3309	11	N	N	1	*	*,1514,*
contig_126	3306	5	N	Y	2	*	126
contig_3017	3292	63	Y	N	1	*	3017
contig_689	3289	398	N	Y	66	*	689
contig_2261	3267	11	N	N	1	*	*,2261,*
contig_2874	3264	23	Y	Y	1	*	2874
contig_2301	3239	65	N	N	1	*	*,2301,*
contig_1350	3237	34	N	Y	1	*	1350
contig_2421	3210	8	N	Y	1	280	*,2421,*
contig_2662	3188	9	N	Y	2	287	2662
contig_2598	3168	240	N	Y	3	*	2598
contig_2932	3168	17	Y	N	1	*	2932
contig_1528	3163	22	N	N	1	*	*,1528,*
contig_520	3163	4	N	Y	2	*	520
contig_505	3157	5	N	Y	2	*	505
contig_345	3154	1018	N	Y	339	*	345
contig_2505	3150	259	N	Y	2	*	2505
contig_3175	3134	22	Y	N	1	*	3175
contig_2244	3131	109	N	N	5	*	*,2244,*
contig_1089	3119	26	N	N	6	*	*,1089,*
contig_2968	3115	47	Y	N	1	*	2968
contig_2994	3107	103	Y	N	1	*	2994
contig_3128	3107	28	Y	N	1	*	3128
contig_481	3107	24	N	Y	2	*	481
contig_3119	3105	65	Y	N	1	*	3119
contig_2262	3104	12	N	Y	1	276	*,2262,*
contig_887	3098	82	N	N	2	*	*,887,*
contig_2020	3096	136	N	Y	6	266	2020
contig_1025	3094	22	N	Y	1	*	1025
contig_2507	3094	11	N	N	2	*	*,2507,*
contig_1980	3083	29	N	N	1	*	*,1980,*
contig_1208	3074	81	N	N	4	*	*,1208,*
contig_2106	3073	116	N	Y	1	300	*,2106,*
contig_1483	3067	8	N	N	1	*	*,1483,*
contig_831	3067	9	N	N	2	*	*,831,*
contig_1687	3057	8	N	Y	1	324	*,1687,*
contig_2590	3051	16	N	N	1	*	*,2590,*
contig_1721	3037	166	N	N	4	*	*,1721,*
contig_124	3029	509	N	Y	169	*	124
contig_652	3028	42	N	Y	14	*	652
contig_2671	3015	259	N	N	17	*	*,2671,*
contig_3166	3015	43	Y	N	1	*	3166
contig_259	3014	600	N	Y	300	*	259
contig_3031	3013	58	Y	N	1	*	3031
contig_304	3010	1028	N	Y	514	*	304
contig_3095	3009	61	Y	N	1	*	3095
contig_1922	3006	63	N	N	3	*	*,1922,*
contig_722	2989	436	N	Y	54	*	722
contig_3120	2979	178	Y	N	2	*	3120
contig_917	2976	38	N	N	3	*	*,917,*
contig_798	2974	5	N	Y	1	*	798
contig_3071	2972	129	Y	N	1	*	3071
contig_1696	2971	56	N	Y	2	*	1696
contig_2008	2968	16	N	Y	1	*	2008
contig_2902	2950	10	N	Y	1	286	2902
contig_492	2907	579	N	Y	289	*	492
contig_1127	2904	295	N	N	3	*	*,1127,*
contig_3154	2892	10	Y	N	1	*	3154
contig_106	2885	888	N	Y	17	*	106
contig_2063	2874	74	N	N	9	*	*,2063,*
contig_1549	2873	111	N	N	2	*	*,1549,*
contig_1177	2871	290	N	N	3	*	*,1177,*
contig_278	2870	11	N	Y	2	*	278
contig_688	2866	50	N	Y	25	*	688
contig_2977	2854	128	Y	N	1	*	2977
contig_1363	2843	102	N	N	3	*	*,1363,*
contig_701	2843	46	N	Y	7	*	701
contig_742	2843	181	N	Y	60	*	742
contig_3180	2832	134	Y	N	1	*	3180
contig_1033	2823	425	N	N	14	*	*,1033,*
contig_714	2795	338	N	Y	169	*	714
contig_2726	2783	159	N	Y	2	*	2726
contig_993	2783	401	N	Y	57	*	993
contig_1651	2764	45	N	Y	1	*	1651
contig_3149	2762	91	Y	N	1	*	3149
contig_1005	2757	10	N	Y	1	*	*,1005,*
contig_395	2755	30	N	Y	7	*	395
contig_319	2740	246	N	Y	7	*	319
contig_127	2733	170	N	Y	42	*	127
contig_1956	2731	608	N	N	3	*	*,1956,*
contig_1505	2730	66	N	N	1	*	1504,1505,-1504
contig_56	2730	78	N	Y	19	*	56
contig_123	2729	14	N	Y	7	*	123
contig_2217	2729	10	N	Y	1	210	*,2217,*
contig_3104	2726	333	Y	N	3	*	3104
contig_3174	2725	74	Y	N	1	*	3174
contig_1336	2723	212	N	Y	2	*	1336
contig_362	2717	95	N	Y	47	*	362
contig_1983	2714	40	N	N	2	*	*,1983,*
contig_2235	2712	14	N	Y	1	310	*,2235,*
contig_2178	2698	99	N	N	5	*	*,2178,*
contig_2828	2698	22	N	Y	2	266	2828
contig_2271	2696	98	N	N	3	*	2271
contig_1942	2693	11	N	N	1	*	*,1942,*
contig_1307	2680	69	N	Y	1	314	1307
contig_451	2680	28	N	Y	4	*	451
contig_1652	2677	309	N	N	12	*	*,1652,*
contig_2272	2675	33	N	N	1	*	*,2272,*
contig_2851	2675	133	N	Y	1	310	*,2851,*
contig_2958	2673	81	Y	N	1	*	2958
contig_2905	2667	35	N	N	4	*	2905
contig_2829	2664	79	N	Y	1	266	2829,*
contig_479	2657	242	N	Y	80	*	479
contig_2883	2655	31	Y	Y	3	*	2883
contig_1553	2637	647	N	Y	6	*	1553
contig_252	2627	9	N	Y	1	*	252
contig_2786	2624	334	Y	Y	2	*	2786
contig_637	2624	184	N	Y	92	*	637
contig_1568	2620	10	N	Y	1	328	*,1568,*
contig_1890	2617	46	N	N	1	*	*,1890,*
contig_935	2613	66	N	N	1	*	*,935,*
contig_528	2589	17	N	Y	3	*	528
contig_2022	2586	10	N	Y	1	266	2022
contig_2017	2584	10	N	N	1	*	*,2017,*
contig_2916	2582	56	Y	N	1	*	2916
contig_55	2578	28	N	Y	9	*	55
contig_522	2575	173	N	Y	86	*	522
contig_494	2573	1003	N	Y	501	*	494
contig_3176	2572	47	Y	N	1	*	3176
contig_797	2567	521	N	Y	52	*	797
contig_1680	2566	69	N	Y	1	332	*,1680,*
contig_992	2563	113	N	Y	18	*	992
contig_405	2550	21	N	Y	10	*	405
contig_373	2548	424	N	Y	106	*	373
contig_22	2545	571	N	Y	4	*	22
contig_790	2536	3	N	Y	1	*	790
contig_2516	2529	10	N	N	1	*	*,2516,*
contig_202	2520	31	N	Y	15	*	202
contig_2179	2519	148	N	N	2	*	*,2179,*
contig_670	2513	7	N	Y	3	*	670
contig_1228	2510	7	N	N	1	*	*,1228,*
contig_450	2508	34	N	Y	3	*	450
contig_547	2508	8	N	Y	1	*	547
contig_2383	2500	135	N	N	13	*	*,2383,*
contig_2837	2495	126	N	Y	1	264	2837
contig_3163	2493	4	Y	N	1	*	3163
contig_1145	2479	596	N	Y	5	*	1145
contig_2127	2476	16	N	N	1	*	*,2127,*
contig_1482	2474	199	N	N	1	*	*,1482,*
contig_3024	2471	36	Y	N	1	*	3024
contig_648	2470	13	N	Y	6	*	648
contig_1157	2456	10	N	N	2	*	*,1157,*
contig_499	2450	35	N	Y	5	*	499
contig_977	2448	1095	N	Y	24	*	977
contig_1674	2443	40	N	N	1	*	-1675,1674
contig_2193	2437	5	N	Y	1	*	2193
contig_785	2432	34	N	Y	1	*	785
contig_2327	2412	8	N	N	1	*	*,1241,2327,-1241,*
contig_3139	2412	19	Y	N	1	*	3139
contig_769	2412	77	Y	Y	1	*	769
contig_415	2408	27	N	Y	3	*	415
contig_46	2401	4	N	Y	1	*	46
contig_868	2400	16	N	N	1	*	*,868,*
contig_3164	2394	62	Y	N	1	*	3164
contig_2207	2392	26	N	N	1	*	*,2207,*
contig_147	2387	86	N	N	3	*	*,147,*
contig_1621	2384	65	N	Y	13	*	1621
contig_975	2382	3	N	Y	1	*	975
contig_626	2381	294	N	Y	49	*	626
contig_2399	2372	8	N	N	1	*	2399,*
contig_2141	2362	153	N	Y	1	264	2141
contig_1093	2355	84	N	N	3	*	*,1093,*
contig_427	2350	41	N	Y	20	*	427
contig_976	2349	605	N	Y	6	*	976
contig_1443	2348	46	N	Y	1	*	1443
contig_582	2332	97	N	Y	48	*	582
contig_1046	2323	124	N	N	6	*	*,1046,*
contig_2369	2310	412	N	Y	82	*	2369
contig_3152	2306	125	Y	N	1	*	3152
contig_2181	2304	10	N	Y	1	322	*,2181,*
contig_1497	2290	39	N	N	6	*	*,1497,*
contig_1291	2289	282	N	Y	3	*	1291,*
contig_2708	2288	210	N	Y	210	*	2708
contig_1888	2281	63	N	N	1	*	*,1888,*
contig_467	2280	16	N	Y	1	*	467
contig_507	2271	74	N	Y	37	*	507
contig_991	2265	251	N	Y	1	*	991
contig_649	2262	5	N	Y	2	*	649
contig_508	2258	7	N	Y	1	*	508
contig_3116	2256	24	Y	N	1	*	3116
contig_3181	2255	72	Y	N	1	*	3181
contig_3118	2247	83	Y	N	9	*	3118
contig_2014	2244	154	N	Y	1	264	2014
contig_719	2243	105	N	Y	52	*	719
contig_3115	2239	76	Y	N	1	*	3115
contig_2116	2236	9	N	Y	1	268	2116
contig_3138	2234	57	Y	N	1	*	3138
contig_299	2231	5	N	Y	1	*	299
contig_3112	2224	38	Y	N	1	*	3112
contig_3053	2219	39	Y	N	1	*	3053
contig_2259	2215	177	N	N	2	*	*,2259,*
contig_1032	2204	11	N	N	1	*	*,1032,*
contig_255	2204	14	N	Y	7	*	255
contig_1229	2200	89	N	N	2	*	*,1229,*
contig_1441	2198	23	N	N	1	*	*,1441,*
contig_462	2194	339	N	Y	84	*	462
contig_3156	2187	92	Y	N	1	*	3156
contig_2871	2186	22	N	Y	1	*	2871,*
contig_564	2182	3	N	Y	1	*	564
contig_2066	2181	15	N	N	1	*	*,2066,*
contig_2636	2177	62	N	Y	1	*	2636
contig_3117	2152	34	Y	N	1	*	3117
contig_2058	2149	98	N	N	98	*	2058
contig_214	2147	113	N	Y	22	*	214
contig_464	2138	122	N	Y	40	*	464
contig_2596	2134	109	N	Y	2	*	2596
contig_2458	2127	125	Y	Y	1	*	2458
contig_1840	2123	38	N	N	2	*	1840
contig_835	2117	185	N	Y	1	*	835
contig_2733	2114	177	N	N	25	*	*,2733,*
contig_2721	2113	934	N	N	8	*	*,2721,*
contig_1792	2111	76	N	Y	1	*	1792
contig_710	2108	196	N	Y	65	*	710
contig_1099	2101	73	N	Y	4	*	1099
contig_305	2076	10	N	Y	5	*	305
contig_2728	2070	72	N	N	10	*	*,2728,*
contig_926	2067	11	N	N	1	*	*,926,*
contig_1752	2050	369	N	Y	3	*	1752
contig_201	2049	6	N	Y	1	*	201
contig_411	2046	29	N	Y	5	*	411
contig_2519	2041	6	N	Y	1	*	2519
contig_2846	2033	220	N	Y	1	*	*,2846
contig_773	2033	66	N	N	7	*	*,773,*
contig_444	2021	9	N	Y	3	*	444
contig_1142	2012	810	N	Y	7	*	1142
contig_3161	2012	73	Y	N	1	*	3161
contig_2140	2011	310	N	Y	2	264	2140
contig_2311	2008	188	N	N	5	*	2311,-2312
contig_1734	2007	10	N	Y	3	*	1734
contig_440	2007	32	N	Y	8	*	440
contig_1658	2002	12	N	N	2	*	*,1658,*
contig_1051	2001	23	N	N	1	*	1049,1051,-1050
contig_624	1999	5	N	Y	1	*	624
contig_1905	1998	33	N	Y	1	*	1905
contig_853	1997	602	N	Y	6	*	853
contig_2314	1992	23	N	Y	1	*	2314
contig_228	1987	10	N	Y	1	*	228
contig_3051	1975	131	Y	N	1	*	3051
contig_1338	1961	59	N	N	1	*	*,1338,*
contig_117	1960	716	N	Y	28	*	117
contig_3157	1957	172	Y	N	2	*	3157
contig_350	1955	24	N	Y	8	*	350
contig_566	1947	99	N	Y	33	*	566
contig_3113	1945	110	Y	N	1	*	3113
contig_191	1944	87	N	Y	14	*	191
contig_3148	1944	65	Y	N	1	*	3148
contig_254	1940	30	N	Y	15	*	254
contig_295	1932	172	N	Y	86	*	295
contig_3168	1932	112	Y	N	1	*	3168
contig_1076	1927	223	N	Y	55	*	1076
contig_2693	1926	532	N	N	4	*	*,2693,*
contig_1306	1911	50	N	Y	1	314	1306
contig_1744	1908	35	N	Y	3	*	1744
contig_1947	1907	11	N	N	1	*	1947,1949
contig_2349	1903	10	N	N	1	*	2349
contig_3125	1898	38	Y	N	1	*	3125
contig_2113	1895	7	N	N	1	*	*,2113,*
contig_2107	1894	22	N	Y	1	300	*,2107,*
contig_31	1884	370	N	Y	3	*	31
contig_1488	1883	10	N	N	2	*	*,1488,*
contig_1408	1879	74	N	Y	74	*	1408
contig_47	1878	8	N	Y	1	*	47
contig_216	1877	3	N	Y	1	*	216
contig_3126	1876	57	Y	N	1	*	3126
contig_1295	1872	74	N	N	3	*	*,1295,*
contig_682	1867	3	N	Y	1	*	682
contig_2407	1861	478	N	Y	4	*	2407
contig_2457	1854	3	Y	Y	1	*	2457
contig_1604	1852	6	N	N	1	*	*,1604,*
contig_2137	1838	280	Y	Y	2	*	2137
contig_1342	1835	222	N	Y	3	*	1342
contig_618	1834	5	N	Y	2	*	618
contig_1938	1823	10	N	N	1	*	*,1938,*
contig_897	1823	882	N	N	8	*	*,897,*
contig_3059	1820	68	Y	N	1	*	3059
contig_2799	1807	34	N	Y	1	260	2799
contig_407	1805	3	N	Y	1	*	407
contig_2840	1799	175	N	N	1	*	*,2840,*
contig_2013	1792	10	N	Y	1	264	2013
contig_2023	1791	9	N	Y	1	266	2023
contig_2757	1784	683	N	Y	683	*	2757
contig_3179	1784	69	Y	N	1	*	3179
contig_469	1784	8	N	Y	4	*	469
contig_2739	1778	860	N	Y	6	*	2739
contig_996	1765	536	N	Y	38	*	996
contig_1845	1753	40	N	N	1	*	*,1845,*
contig_1191	1739	180	N	Y	2	230	1191
contig_565	1735	14	N	Y	7	*	565
contig_2462	1734	20	N	N	2	*	*,2462,*
contig_361	1731	10	N	Y	2	*	361
contig_2218	1707	20	N	N	1	*	*,2218,*
contig_294	1698	19	N	Y	6	*	294
contig_2700	1694	931	N	N	8	*	2700
contig_215	1693	15	N	Y	3	*	215
contig_741	1692	145	N	Y	72	*	741
contig_163	1686	81	N	Y	9	*	163
contig_1969	1666	13	N	N	3	*	*,1969,*
contig_285	1664	86	N	Y	17	*	285
contig_437	1650	11	N	Y	2	*	437
contig_1681	1645	10	N	Y	1	332	*,1681,*
contig_253	1636	10	N	Y	3	*	253
contig_315	1623	38	N	Y	19	*	315
contig_360	1618	26	N	Y	13	*	360
contig_2062	1611	121	N	Y	2	*	2062
contig_779	1610	74	N	N	1	*	*,779,*
contig_2845	1609	602	N	Y	4	*	2845
contig_3178	1607	45	Y	N	1	*	3178
contig_2249	1599	61	N	Y	1	*	2249,*
contig_142	1592	920	N	N	184	*	*,142,*
contig_633	1585	24	N	Y	4	*	633
contig_2495	1569	390	N	N	55	*	2495
contig_677	1566	8	N	Y	2	*	677
contig_847	1562	26	N	Y	2	*	847
contig_263	1561	68	N	Y	22	*	263
contig_397	1560	188	N	Y	94	*	397
contig_1955	1559	20	N	N	2	*	*,1955,*
contig_629	1556	57	N	Y	28	*	629
contig_2012	1555	665	N	Y	6	264	2012
contig_613	1550	295	N	Y	3	*	613
contig_1330	1549	50	N	Y	1	*	1330
contig_2623	1547	736	N	N	7	*	*,2623,*
contig_740	1543	3	N	N	1	*	*,740,*
contig_1189	1542	8	N	Y	1	230	1189
contig_114	1540	8	N	Y	4	*	114
contig_351	1531	13	N	Y	4	*	351
contig_1524	1529	49	N	N	3	*	*,1524,*
contig_1194	1526	9	N	Y	1	231	1194
contig_256	1516	151	N	Y	75	*	256
contig_680	1501	280	N	Y	70	*	680
contig_1064	1487	10	N	N	2	*	*,1064,*
contig_609	1482	69	N	Y	34	*	609
contig_2095	1475	27	N	N	5	*	*,2095,*
contig_298	1467	168	N	Y	42	*	298
contig_3108	1449	80	Y	N	1	*	3108
contig_1554	1443	10	N	N	1	*	*,1554,*
contig_792	1432	874	N	Y	218	*	792
contig_1862	1426	618	N	N	5	*	*,1862,*
contig_2568	1415	690	N	N	6	*	*,2568,*
contig_3140	1413	33	Y	N	1	*	3140
contig_452	1407	61	N	Y	20	*	452
contig_109	1406	930	N	Y	35	*	109
contig_1015	1402	242	N	Y	2	*	1015
contig_243	1397	35	N	Y	5	*	243
contig_429	1395	20	N	Y	10	*	429
contig_282	1394	62	N	Y	20	*	282
contig_283	1385	55	N	Y	27	*	283
contig_169	1384	95	N	Y	47	*	169
contig_2050	1376	111	N	N	2	*	*,2050,*
contig_490	1371	4	N	Y	2	*	490
contig_1936	1366	360	N	Y	8	*	1936
contig_266	1364	8	N	Y	1	*	266
contig_342	1356	17	N	Y	2	*	342
contig_612	1356	29	N	Y	14	*	612
contig_743	1351	121	N	Y	40	*	743
contig_1390	1348	112	N	N	1	*	*,1390,*
contig_1707	1348	261	N	Y	2	*	1707
contig_3136	1347	12	Y	N	1	*	3136
contig_2600	1335	10	N	N	1	*	*,2600,*
contig_1420	1327	97	N	Y	1	*	1420
contig_2510	1325	14	N	N	1	*	*,2510,*
contig_2980	1324	176	Y	N	2	*	2980
contig_2701	1315	6	N	Y	3	*	2701
contig_3131	1315	214	Y	N	2	*	3131
contig_651	1314	33	N	Y	8	*	651
contig_182	1313	9	N	Y	1	*	182
contig_3167	1310	32	Y	N	1	*	3167
contig_2408	1306	261	N	N	13	*	*,2408,*
contig_115	1290	10	N	Y	3	*	115
contig_3146	1289	42	Y	N	1	*	3146
contig_353	1285	24	N	Y	12	*	353
contig_90	1271	94	N	Y	1	*	90
contig_530	1263	5	N	Y	1	*	530
contig_580	1261	159	N	Y	53	*	580
contig_2972	1259	117	Y	N	1	*	2972
contig_1098	1252	13	N	N	2	*	*,1098,*
contig_1886	1252	19	N	N	1	*	*,1886,*
contig_2276	1232	16	N	N	1	*	*,2276,*
contig_410	1232	15	N	Y	7	*	410
contig_261	1231	66	N	Y	33	*	261
contig_511	1231	17	N	Y	2	*	511
contig_1202	1230	10	N	Y	1	230	1202
contig_616	1230	336	N	Y	168	*	616
contig_724	1223	14	N	Y	4	*	724
contig_476	1222	27	N	Y	6	*	476
contig_336	1215	24	N	Y	6	*	336
contig_27	1204	67	Y	Y	1	6	27
contig_122	1202	430	N	Y	13	*	122
contig_2173	1199	10	N	Y	1	244	*,2173,*
contig_2174	1199	10	N	Y	1	244	*,2174,*
contig_2118	1196	108	N	N	1	*	*,2118,*
contig_2416	1196	9	N	N	1	*	*,2416,*
contig_981	1178	919	N	N	9	*	*,981,*
contig_2035	1177	11	N	N	1	*	*,2035,*
contig_2354	1170	372	N	Y	2	*	2354
contig_2172	1165	557	N	Y	4	*	2172
contig_1736	1157	53	N	N	2	*	*,1736,*
contig_665	1157	39	N	Y	19	*	665
contig_1570	1154	272	N	Y	2	*	1570
contig_1293	1151	10	N	N	1	*	*,1293,*
contig_1917	1151	17	N	N	1	*	*,1917,*
contig_359	1150	150	N	Y	30	*	359
contig_2157	1142	159	N	N	1	*	*,2157,*
contig_550	1139	10	N	Y	2	*	550
contig_12	1136	27	N	N	2	*	*,12,*
contig_941	1136	51	N	N	1	*	*,941,*
contig_224	1127	96	N	Y	1	*	224
contig_1995	1125	61	N	Y	1	262	*,1995,*
contig_2139	1123	376	N	Y	3	264	2139
contig_1563	1117	41	N	Y	1	*	1563
contig_2033	1117	126	N	N	1	*	*,2033,*
contig_416	1116	3	N	Y	1	*	416
contig_553	1112	534	N	Y	267	*	553
contig_973	1108	954	N	Y	10	*	973
contig_3141	1106	127	Y	N	1	*	3141
contig_105	1101	997	N	Y	17	*	105
contig_1827	1099	204	N	Y	1	*	1827
contig_2626	1099	13	N	N	2	*	*,2626,*
contig_1230	1097	5	N	N	1	*	*,1230,*
contig_856	1094	17	N	Y	2	294	*,856,*
contig_2088	1093	11	N	N	2	*	*,2088,*
contig_1828	1091	178	N	Y	1	*	1828
contig_657	1084	21	N	Y	10	*	657
contig_575	1081	9	N	Y	1	*	575
contig_83	1079	947	N	Y	8	*	83
contig_57	1076	6	N	Y	3	*	57
contig_2395	1073	46	Y	Y	1	*	2395
contig_2170	1071	565	N	Y	4	*	2170
contig_107	1065	1117	N	Y	558	*	107
contig_1465	1065	108	N	Y	1	*	1465
contig_634	1064	20	N	Y	2	*	634
contig_150	1047	940	N	N	156	*	*,150,*
contig_1520	1046	122	N	Y	1	244	1520
contig_303	1034	10	N	Y	2	*	303
contig_2538	1023	654	Y	Y	6	*	2538
contig_2028	1021	38	N	N	1	*	*,2028,*
contig_886	1017	8	N	Y	1	220	*,886,*
contig_269	1016	9	N	Y	1	*	269
contig_558	1013	42	N	Y	2	*	558
contig_971	1012	19	N	Y	1	*	971
contig_320	1011	19	N	Y	1	*	320
contig_2021	1009	10	N	Y	1	266	2021
contig_2189	1002	8	N	N	1	*	*,2189,*
contig_771	1002	10	N	N	1	*	*,771,*
contig_390	1001	43	N	Y	21	*	390
contig_186	1000	13	N	Y	6	*	186
contig_103	997	77	N	Y	38	*	103
contig_139	997	400	N	N	100	*	*,139,*
contig_2432	997	6	Y	Y	1	180	2432
contig_312	993	26	N	Y	3	*	312
contig_2597	992	255	N	Y	3	*	2597
contig_819	988	435	N	N	108	*	*,819,*
contig_292	987	4	N	Y	1	*	292
contig_274	984	107	N	Y	53	*	274
contig_749	984	4	N	N	1	*	*,749,*
contig_1688	983	37	N	Y	1	324	*,1688,*
contig_910	979	260	Y	Y	2	*	910
contig_597	978	7	N	Y	1	*	597
contig_1369	974	54	N	Y	1	*	1369
contig_1831	974	36	N	N	1	*	*,1831,*
contig_625	974	194	N	Y	97	*	625
contig_963	972	938	N	Y	11	*	963
contig_639	960	3	N	Y	1	*	639
contig_344	958	131	N	Y	21	*	344
contig_1196	951	147	N	Y	1	230	1196
contig_131	950	565	N	Y	5	*	131
contig_401	950	67	N	Y	3	*	401
contig_70	947	18	N	Y	2	*	70
contig_1463	946	39	N	Y	3	*	1463
contig_1198	945	939	N	Y	8	230	1198
contig_1446	945	38	N	Y	38	232	*,1446,*
contig_817	938	5	N	N	1	*	*,817,*
contig_44	937	5	N	Y	2	*	44
contig_2613	936	262	Y	Y	1	*	2613
contig_1001	933	338	N	N	5	*	*,1001,*
contig_2567	927	940	N	N	9	*	*,2567,*
contig_838	923	11	N	N	1	*	*,838,*
contig_1789	920	9	Y	Y	1	22	1789
contig_559	918	7	N	Y	1	*	559
contig_1339	914	157	N	Y	1	*	1339
contig_1830	911	45	N	Y	1	*	1830
contig_2138	911	272	N	Y	1	264	2138
contig_1319	910	262	N	N	1	*	*,1319,*
contig_1199	907	481	N	Y	4	230	1199
contig_1665	907	210	Y	Y	2	*	1665
contig_458	907	155	N	Y	77	*	458
contig_428	906	100	N	Y	1	*	428
contig_1932	901	114	N	N	3	*	*,1932,*
contig_1407	900	83	N	Y	83	*	1407
contig_324	900	27	N	Y	13	*	324
contig_515	893	22	N	Y	1	*	515
contig_728	892	11	N	N	2	*	*,728,*
contig_557	890	4	N	Y	1	*	557
contig_1550	889	9	N	Y	1	246	*,1550,*
contig_1551	889	9	N	Y	1	246	*,1551,*
contig_753	887	3	N	N	1	*	*,753,*
contig_1389	883	99	N	N	1	*	*,1389,*
contig_484	881	33	N	Y	1	*	484
contig_2504	878	202	Y	Y	1	*	2504
contig_2015	876	56	N	N	5	*	*,2015,*
contig_801	876	48	N	Y	16	*	801
