Contig ID,Assembly ID,Length,Topology,Clustering status,Viral Cluster,Cluster Name,Host_crisprdb,Host_beebacterium,Genbank accession
,BeeP-40-2013_NODE_118_length_714_cov_2_888540,714,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1163_length_714_cov_2_562009,714,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2347_length_713_cov_0_197635,713,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5098_length_713_cov_6_305031,713,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5101_length_713_cov_3_327044,713,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5105_length_713_cov_2_783019,713,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_2542_length_713_cov_6_036164,713,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_910_length_713_cov_1_334906,713,Linear,Singleton,,nan,nan,nan,nan
,BP1_NODE_638_length_712_cov_0_269036,712,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2357_length_712_cov_0_089679,712,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5123_length_712_cov_3_658268,712,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5127_length_712_cov_2_656693,712,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5129_length_712_cov_2_423622,712,Linear,Singleton,,nan,nan,nan,nan
,BeeP-47-2013_NODE_460_length_712_cov_3_855118,712,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5140_length_711_cov_11_378549,711,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5145_length_711_cov_3_618297,711,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5148_length_711_cov_2_832808,711,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5153_length_711_cov_1_422713,711,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5154_length_711_cov_1_108833,711,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2374_length_710_cov_0_242784,710,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5162_length_710_cov_1_644550,710,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5166_length_709_cov_4_512658,709,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5173_length_709_cov_2_265823,709,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5174_length_709_cov_2_174051,709,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5175_length_709_cov_1_743671,709,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_2575_length_709_cov_4_360759,709,Linear,Singleton,,nan,nan,nan,nan
,BP32_NODE_230_length_708_cov_0_398637,708,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5183_length_708_cov_3_142631,708,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5184_length_708_cov_2_838352,708,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5185_length_708_cov_2_713154,708,Linear,Singleton,,nan,nan,nan,nan
,BeeP-16-2013_NODE_427_length_708_cov_1_427892,708,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5202_length_707_cov_2_512698,707,Linear,Clustered,306_0,Myoviridae,nan,nan,nan
,BP24_NODE_2395_length_707_cov_0_098976,707,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5211_length_706_cov_4_243243,706,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_2602_length_706_cov_7_473768,706,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5219_length_705_cov_6_745223,705,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5224_length_705_cov_2_829618,705,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5225_length_705_cov_2_805732,705,Linear,Outlier,,nan,nan,nan,nan
,BP18_NODE_247_length_704_cov_0_581475,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5233_length_704_cov_4_496013,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5234_length_704_cov_4_148325,704,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5236_length_704_cov_3_893142,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5243_length_704_cov_2_236045,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5246_length_704_cov_1_421053,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_2631_length_704_cov_4_902711,704,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1194_length_702_cov_3_326400,702,Linear,Clustered,659_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5266_length_702_cov_7_092800,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5270_length_702_cov_4_225600,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5272_length_702_cov_4_049600,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5274_length_702_cov_3_625600,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5284_length_702_cov_1_617600,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5286_length_702_cov_1_563200,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5287_length_702_cov_1_315200,702,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5294_length_701_cov_1_831731,701,Linear,Singleton,,nan,nan,nan,nan
,BeeP-43-2013_NODE_144_length_701_cov_1_261218,701,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_643_length_701_cov_1_623397,701,Linear,Singleton,,nan,nan,nan,nan
,BP10_NODE_1119_length_700_cov_0_438687,700,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2457_length_700_cov_0_212435,700,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2460_length_700_cov_0_145078,700,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5307_length_700_cov_1_454254,700,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5308_length_700_cov_1_284109,700,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5310_length_699_cov_20_755627,699,Linear,Clustered,600_0,Myoviridae,nan,nan,nan
,BeeP-35-2013_NODE_3310_length_699_cov_1_483923,699,Linear,Clustered,631_0,Myoviridae,nan,nan,nan
,BP24_NODE_2464_length_699_cov_0_314879,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5314_length_699_cov_3_548232,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5317_length_699_cov_1_927653,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5318_length_699_cov_1_927653,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5319_length_699_cov_1_818328,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_940_length_699_cov_7_514469,699,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_942_length_699_cov_3_659164,699,Linear,Singleton,,nan,nan,nan,nan
,BP1_NODE_662_length_697_cov_0_211806,697,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_953_length_697_cov_1_301613,697,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2495_length_696_cov_0_238261,696,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5352_length_696_cov_6_408724,696,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2502_length_695_cov_0_184669,695,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2513_length_694_cov_0_167539,694,Linear,Singleton,,nan,nan,nan,nan
,BP32_NODE_238_length_694_cov_0_331588,694,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5388_length_694_cov_4_372771,694,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5395_length_694_cov_1_632091,694,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_959_length_694_cov_2_385737,694,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2518_length_693_cov_0_286713,693,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5401_length_693_cov_2_797078,693,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5406_length_693_cov_1_803571,693,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5411_length_692_cov_4_897561,692,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5423_length_692_cov_1_811382,692,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5424_length_692_cov_1_533333,692,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5430_length_691_cov_4_527687,691,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5437_length_691_cov_2_469055,691,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5439_length_691_cov_2_306189,691,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5445_length_690_cov_4_407830,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5449_length_690_cov_3_011419,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5454_length_690_cov_2_287113,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5457_length_690_cov_1_973899,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5459_length_690_cov_1_474715,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1223_length_690_cov_3_499184,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1225_length_690_cov_1_433931,690,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5464_length_689_cov_2_831699,689,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5465_length_689_cov_2_553922,689,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5470_length_689_cov_1_998366,689,Linear,Singleton,,nan,nan,nan,nan
,BP20_NODE_101_length_688_cov_0_248677,688,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5476_length_688_cov_4_021277,688,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5492_length_687_cov_4_481967,687,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5494_length_687_cov_2_927869,687,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_3418_length_687_cov_1_680328,687,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5504_length_686_cov_5_517241,686,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5511_length_686_cov_2_308703,686,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_2879_length_686_cov_8_489327,686,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_985_length_686_cov_1_740558,686,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_671_length_686_cov_5_257800,686,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5526_length_685_cov_1_850329,685,Linear,Clustered,219_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5523_length_685_cov_2_828947,685,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5530_length_685_cov_1_389803,685,Linear,Singleton,,nan,nan,nan,nan
,BeeP-48-2013_NODE_229_length_685_cov_2_090461,685,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2599_length_684_cov_0_255773,684,Linear,Singleton,,nan,nan,nan,nan
,BP35_NODE_290_length_684_cov_0_193606,684,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5537_length_684_cov_4_912685,684,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5538_length_684_cov_4_481054,684,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_680_length_684_cov_1_499176,684,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2618_length_683_cov_0_110320,683,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5560_length_683_cov_2_211221,683,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5561_length_683_cov_1_968647,683,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5567_length_682_cov_8_742149,682,Linear,Clustered,618_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5569_length_682_cov_5_692562,682,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5577_length_682_cov_2_256198,682,Linear,Singleton,,nan,nan,nan,nan
,BeeP-06-2013_NODE_618_length_681_cov_2_246689,681,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5592_length_681_cov_2_660596,681,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5593_length_681_cov_2_294702,681,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5601_length_681_cov_1_725166,681,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_688_length_681_cov_1_932119,681,Linear,Singleton,,nan,nan,nan,nan
,BP33_NODE_395_length_680_cov_0_388193,680,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5615_length_680_cov_1_517413,680,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5618_length_680_cov_1_257048,680,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5619_length_679_cov_6_275748,679,Linear,Clustered,602_0,Myoviridae,nan,nan,nan
,BeeP-05-2013_NODE_655_length_679_cov_2_338870,679,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5625_length_679_cov_2_827243,679,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5631_length_679_cov_1_830565,679,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5635_length_679_cov_1_277409,679,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5638_length_678_cov_8_405990,678,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5640_length_678_cov_4_031614,678,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_781_length_677_cov_0_294964,677,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2665_length_677_cov_0_282374,677,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_618_length_677_cov_0_528777,677,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5656_length_677_cov_2_385000,677,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3019_length_676_cov_6_943239,676,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_696_length_676_cov_1_140234,676,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2677_length_675_cov_0_267148,675,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_659_length_675_cov_1_658863,675,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5690_length_675_cov_2_102007,675,Linear,Singleton,,nan,nan,nan,nan
,BP50_NODE_1073_length_674_cov_0_840868,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5694_length_674_cov_4_107203,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5695_length_674_cov_3_884422,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5697_length_674_cov_3_482412,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5699_length_674_cov_2_723618,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5700_length_674_cov_2_355109,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5702_length_674_cov_1_968174,674,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5713_length_673_cov_2_520134,673,Linear,Clustered,225_0,Myoviridae,nan,nan,nan
,BeeP-25-2013_NODE_3077_length_673_cov_1_959732,673,Linear,Clustered,276_0,Siphoviridae,nan,nan,nan
,BP49_NODE_624_length_673_cov_0_556159,673,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5717_length_673_cov_1_870805,673,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5719_length_673_cov_1_600671,673,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_3539_length_673_cov_4_152685,673,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_1024_length_673_cov_8_389262,673,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5735_length_672_cov_1_773109,672,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_1031_length_672_cov_2_564706,672,Linear,Singleton,,nan,nan,nan,nan
,BP5_NODE_45_length_671_cov_1_221818,671,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5748_length_671_cov_1_742424,671,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3107_length_671_cov_6_168350,671,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5757_length_670_cov_2_569983,670,Linear,Clustered,619_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5761_length_670_cov_1_870152,670,Linear,Clustered,417_0,Myoviridae,nan,nan,nan
,BP24_NODE_2717_length_670_cov_0_189435,670,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2721_length_670_cov_0_111111,670,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_632_length_670_cov_0_663024,670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5750_length_670_cov_6_465430,670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5752_length_670_cov_4_229342,670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5756_length_670_cov_2_929174,670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5770_length_670_cov_1_062395,670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1277_length_670_cov_3_448567,670,Linear,Singleton,,nan,nan,nan,nan
,BP33_NODE_406_length_669_cov_0_251825,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5771_length_669_cov_14_417230,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5772_length_669_cov_10_645270,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5775_length_669_cov_2_787162,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5777_length_669_cov_2_457770,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_1042_length_669_cov_2_248311,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_715_length_669_cov_1_949324,669,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5782_length_668_cov_4_483926,668,Linear,Clustered,620_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5790_length_668_cov_2_730964,668,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5791_length_668_cov_2_649746,668,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5802_length_668_cov_1_358714,668,Linear,Singleton,,nan,nan,nan,nan
,BeeP-47-2013_NODE_520_length_668_cov_2_854484,668,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5812_length_667_cov_4_200000,667,Linear,Clustered,615_0,Myoviridae,nan,nan,nan
,BeeP-25-2013_NODE_3171_length_667_cov_1_715254,667,Linear,Singleton,,nan,nan,nan,nan
,BP17_NODE_166_length_666_cov_0_196330,666,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5835_length_666_cov_2_528014,666,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5836_length_666_cov_2_482173,666,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_1049_length_666_cov_3_947368,666,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2769_length_665_cov_0_068015,665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5853_length_665_cov_2_670068,665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5854_length_665_cov_2_391156,665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5855_length_665_cov_1_795918,665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3202_length_665_cov_4_841837,665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5864_length_664_cov_3_824532,664,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5865_length_664_cov_3_339012,664,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5878_length_663_cov_3_462457,663,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5879_length_663_cov_3_375427,663,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5880_length_663_cov_3_174061,663,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1301_length_663_cov_3_481229,663,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2791_length_662_cov_0_306839,662,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2793_length_662_cov_0_212569,662,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5893_length_662_cov_4_275214,662,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5922_length_661_cov_1_849315,661,Linear,Clustered,622_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_5913_length_661_cov_5_150685,661,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5920_length_661_cov_2_037671,661,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3261_length_661_cov_8_744863,661,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3270_length_661_cov_5_308219,661,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5944_length_660_cov_1_780446,660,Linear,Clustered,473_0,Siphoviridae,nan,nan,nan
,BP24_NODE_2813_length_660_cov_0_270872,660,Linear,Singleton,,nan,nan,nan,nan
,BP26_NODE_227_length_660_cov_0_243043,660,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5933_length_660_cov_4_427101,660,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5935_length_660_cov_4_149228,660,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3281_length_660_cov_4_560892,660,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_3704_length_660_cov_1_610635,660,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2821_length_659_cov_0_258364,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5949_length_659_cov_3_852234,659,Linear,Overlap (VC_223/VC_534),,nan,nan,nan,nan
,BeeP-11-2013_NODE_5950_length_659_cov_3_395189,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5954_length_659_cov_2_589347,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5956_length_659_cov_2_573883,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5964_length_659_cov_1_445017,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5966_length_659_cov_1_328179,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3299_length_659_cov_6_895189,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_3301_length_659_cov_6_290378,659,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_1307_length_659_cov_6_757732,659,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2828_length_658_cov_0_221601,658,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5973_length_658_cov_3_554217,658,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_5989_length_657_cov_3_325862,657,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_3730_length_657_cov_2_656897,657,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6014_length_656_cov_1_623489,656,Linear,Clustered,623_0,Myoviridae,nan,nan,nan
,BP49_NODE_648_length_656_cov_0_158879,656,Linear,Singleton,,nan,nan,nan,nan
,BP50_NODE_1153_length_656_cov_0_157009,656,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6008_length_656_cov_2_716753,656,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6010_length_656_cov_2_563040,656,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_1086_length_656_cov_2_588946,656,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_739_length_656_cov_0_727116,656,Linear,Singleton,,nan,nan,nan,nan
,BeeP-47-2013_NODE_540_length_655_cov_2_148789,655,Linear,Clustered,563_0,Myoviridae,nan,nan,nan
,BP10_NODE_1320_length_655_cov_0_305243,655,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_835_length_655_cov_0_159176,655,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2861_length_655_cov_0_425094,655,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2864_length_655_cov_0_217228,655,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2870_length_655_cov_0_080524,655,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6021_length_655_cov_3_621107,655,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6034_length_655_cov_1_186851,655,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_3745_length_655_cov_2_394464,655,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6047_length_654_cov_1_480069,654,Linear,Clustered,570_0,Myoviridae,nan,nan,nan
,BP12_NODE_261_length_654_cov_0_448405,654,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_2874_length_654_cov_0_373358,654,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6053_length_653_cov_2_314236,653,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6058_length_653_cov_1_565972,653,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_6062_length_653_cov_1_432292,653,Linear,Singleton,,nan,nan,nan,nan
,BP1_NODE_770_length_652_cov_0_389831,652,Linear,Singleton,,nan,nan,nan,nan
,BP27_NODE_400_length_652_cov_0_521657,652,Linear,Singleton,,nan,nan,nan,nan
,BP10_NODE_1342_length_651_cov_0_275472,651,Linear,Singleton,,nan,nan,nan,nan
,BP34_NODE_120_length_651_cov_0_100000,651,Linear,Singleton,,nan,nan,nan,nan
,BeeP-05-2013_NODE_694_length_651_cov_2_125436,651,Linear,Singleton,,nan,nan,nan,nan
