,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_2116_phanotate_3_geneCall,0.29,1.70,1.17,0.57,0.50,0.71,0.53,0.18,0.37,0.88,3.10,0.97
contig_2116_phanotate_4_geneCall,0.03,0.15,0.01,0.00,0.02,0.14,0.07,0.02,0.03,8.97,0.56,0.96
contig_2116_phanotate_5_geneCall,0.07,0.43,0.15,0.38,0.07,0.09,0.38,0.28,0.24,0.09,7.81,0.99
contig_2116_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
contig_2116_phanotate_7_geneCall,1.42,1.59,0.22,0.67,0.34,0.23,0.51,0.24,0.33,0.43,4.01,0.97
contig_2141_phanotate_1_geneCall,0.20,0.34,0.18,0.30,4.90,0.34,0.72,0.09,0.74,0.40,1.80,0.85
contig_2141_phanotate_2_geneCall,0.20,0.68,2.97,0.17,0.65,0.25,1.06,0.15,0.73,0.25,2.89,0.77
contig_2141_phanotate_3_geneCall,0.21,0.74,1.04,1.29,0.69,0.40,1.62,0.34,0.28,0.73,2.66,0.96
contig_2141_phanotate_4_geneCall,0.08,3.14,0.57,0.06,0.22,0.66,0.29,0.06,0.03,1.07,3.82,0.97
contig_2153_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2153_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.01,0.20,0.00,0.00,0.03,0.16,9.59,1.00
contig_2153_phanotate_3_geneCall,0.03,0.10,0.26,0.03,0.03,0.01,0.17,0.02,0.02,0.08,9.24,1.00
contig_2153_phanotate_4_geneCall,0.00,0.04,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.93,1.00
contig_2153_phanotate_5_geneCall,0.00,0.03,0.01,0.00,0.06,0.01,0.05,0.01,0.01,0.00,9.81,1.00
contig_2153_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2153_phanotate_7_geneCall,0.12,0.49,0.18,0.13,0.22,0.45,0.26,0.21,0.25,0.65,7.04,0.99
contig_2153_phanotate_8_geneCall,0.01,0.03,1.10,0.01,0.03,0.74,0.14,0.01,0.12,2.56,5.25,0.98
contig_2153_phanotate_9_geneCall,0.23,0.61,0.02,0.06,0.09,0.30,0.26,2.04,0.38,0.05,5.95,0.98
contig_2153_phanotate_10_geneCall,0.19,0.34,0.26,0.31,0.11,0.28,0.34,0.13,1.21,1.20,5.63,0.98
contig_2153_phanotate_11_geneCall,0.26,0.34,0.06,0.08,0.09,5.13,0.46,0.06,0.31,0.43,2.79,0.93
contig_2153_phanotate_12_geneCall,0.01,0.18,0.01,0.02,0.02,0.03,0.04,0.01,0.03,0.22,9.44,1.00
contig_2153_phanotate_13_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.10,9.85,1.00
contig_2153_phanotate_14_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.01,9.95,1.00
contig_2153_phanotate_15_geneCall,0.00,0.05,0.00,0.00,0.01,0.01,0.03,0.00,0.00,0.08,9.81,1.00
contig_2153_phanotate_16_geneCall,0.09,0.26,0.10,0.06,0.38,0.29,0.25,0.09,0.18,0.13,8.17,0.99
contig_2153_phanotate_17_geneCall,0.10,0.57,0.04,0.03,0.13,0.45,0.19,0.03,0.07,0.46,7.93,0.99
contig_2154_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2154_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.01,0.20,0.00,0.00,0.03,0.16,9.59,1.00
contig_2154_phanotate_3_geneCall,0.03,0.10,0.26,0.03,0.03,0.01,0.17,0.02,0.02,0.08,9.24,1.00
contig_2154_phanotate_4_geneCall,0.00,0.04,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.93,1.00
contig_2154_phanotate_5_geneCall,0.00,0.03,0.01,0.00,0.06,0.01,0.05,0.01,0.01,0.00,9.81,1.00
contig_2154_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2154_phanotate_7_geneCall,0.10,0.59,0.20,0.13,0.34,0.48,0.33,0.22,0.30,0.80,6.50,0.98
contig_2154_phanotate_8_geneCall,0.03,0.90,2.72,0.11,0.11,0.22,0.08,0.03,0.18,0.12,5.50,0.98
contig_2154_phanotate_9_geneCall,0.01,0.15,0.19,0.01,0.04,1.29,0.16,0.05,0.53,1.45,6.11,0.98
contig_2154_phanotate_10_geneCall,0.45,0.63,0.34,0.66,0.26,0.59,0.63,0.51,1.37,0.55,4.02,0.97
contig_2154_phanotate_11_geneCall,0.50,0.37,0.12,0.16,0.22,2.70,0.56,0.10,0.40,0.73,4.15,0.97
contig_2154_phanotate_12_geneCall,0.00,0.02,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.09,9.84,1.00
contig_2154_phanotate_13_geneCall,0.03,0.06,0.03,0.03,0.05,0.09,0.14,0.02,0.12,0.29,9.15,1.00
contig_2154_phanotate_14_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.01,9.95,1.00
contig_2154_phanotate_15_geneCall,0.00,0.05,0.00,0.00,0.01,0.01,0.03,0.00,0.00,0.08,9.81,1.00
contig_2154_phanotate_16_geneCall,0.23,0.46,0.14,0.17,0.80,0.44,0.48,0.16,0.36,0.17,6.59,0.98
contig_2154_phanotate_17_geneCall,0.04,0.33,0.06,0.02,0.06,0.30,0.08,0.02,0.05,0.22,8.81,1.00
contig_2161_phanotate_1_geneCall,0.02,0.06,0.05,0.20,0.15,0.45,0.81,0.02,3.29,0.07,4.89,0.98
contig_2161_phanotate_2_geneCall,0.03,0.22,0.04,0.41,0.10,0.04,0.07,0.04,0.04,0.18,8.84,1.00
contig_2161_phanotate_3_geneCall,0.52,1.09,1.32,0.13,0.31,0.10,4.16,0.29,1.07,0.29,0.71,0.57
contig_2161_phanotate_4_geneCall,0.24,1.78,0.23,0.34,0.33,1.35,2.28,0.22,0.66,0.47,2.10,0.38
contig_2161_phanotate_5_geneCall,0.11,0.38,0.48,0.37,2.09,0.93,1.86,0.16,0.77,0.49,2.36,0.96
contig_2161_phanotate_6_geneCall,0.14,0.26,0.45,0.18,0.16,0.23,4.44,0.11,3.15,0.40,0.48,0.59
contig_2161_phanotate_7_geneCall,0.11,0.43,0.11,0.09,0.21,1.14,1.18,0.04,0.31,0.99,5.38,0.98
contig_2161_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,7.82,2.17,0.91
contig_2161_phanotate_9_geneCall,0.20,0.45,0.17,0.16,0.24,0.22,0.63,0.10,0.31,0.21,7.30,0.99
contig_2161_phanotate_10_geneCall,0.22,0.56,0.89,0.55,0.19,0.31,3.23,0.16,0.41,2.49,0.98,0.47
contig_2161_phanotate_11_geneCall,0.14,0.43,0.51,0.33,1.93,0.98,1.76,0.18,0.83,0.64,2.28,0.96
contig_2161_phanotate_12_geneCall,0.65,1.09,0.37,0.37,0.40,0.36,4.01,0.43,1.00,0.35,0.97,0.56
contig_2161_phanotate_13_geneCall,0.13,0.20,0.36,0.02,0.20,0.14,0.21,0.04,0.12,0.33,8.24,0.99
contig_2178_phanotate_1_geneCall,0.08,2.33,0.31,0.11,0.16,0.19,0.22,0.08,0.18,1.13,5.22,0.98
contig_2178_phanotate_2_geneCall,0.01,2.55,0.01,0.00,0.00,4.24,0.06,0.00,0.19,0.02,2.91,0.89
contig_2178_phanotate_3_geneCall,0.14,1.03,0.02,0.02,0.04,0.12,0.05,0.01,0.02,1.86,6.69,0.98
contig_2178_phanotate_4_geneCall,0.02,1.74,0.05,0.04,0.11,1.07,0.17,0.05,0.07,0.12,6.55,0.98
contig_2178_phanotate_5_geneCall,0.02,0.19,0.09,0.00,0.13,0.72,0.28,0.05,0.10,0.29,8.12,0.99
contig_2178_phanotate_6_geneCall,0.05,0.09,0.15,0.10,0.10,0.11,0.17,0.01,0.11,4.82,4.29,0.71
contig_2178_phanotate_7_geneCall,0.33,2.46,0.35,0.25,0.36,0.50,0.67,0.19,0.28,0.30,4.32,0.97
contig_2179_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.02,0.57,0.02,0.00,0.01,0.01,9.36,1.00
contig_2179_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2179_phanotate_3_geneCall,0.16,0.34,1.47,0.07,0.18,0.11,1.13,0.08,1.11,0.72,4.63,0.98
contig_2179_phanotate_4_geneCall,0.13,2.12,1.67,1.25,0.67,0.29,0.35,0.12,0.11,0.91,2.37,0.96
contig_2179_phanotate_5_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,9.96,1.00
contig_2179_phanotate_6_geneCall,0.15,0.17,0.29,0.21,0.09,1.36,0.33,0.05,0.30,0.24,6.78,0.98
contig_2179_phanotate_7_geneCall,0.00,0.16,0.16,0.01,0.03,0.01,0.01,0.00,0.01,3.45,6.16,0.98
contig_2179_phanotate_8_geneCall,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,9.82,1.00
contig_2179_phanotate_9_geneCall,0.00,0.09,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.08,9.73,1.00
contig_2184_phanotate_1_geneCall,0.01,0.26,0.03,0.00,0.19,0.07,0.09,0.01,0.07,0.05,9.23,1.00
contig_2184_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.02,0.01,0.02,0.00,0.01,0.01,9.92,1.00
contig_2184_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.97,1.00
contig_2184_phanotate_4_geneCall,2.39,2.07,0.09,0.09,0.01,0.34,0.16,0.06,0.02,0.03,4.74,0.98
contig_2184_phanotate_5_geneCall,0.02,2.32,0.03,0.01,0.02,0.11,0.04,0.01,0.03,0.30,7.12,0.99
contig_2184_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2184_phanotate_7_geneCall,0.00,0.04,0.02,0.00,0.03,0.02,0.02,0.00,0.02,0.03,9.81,1.00
contig_2184_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_11_geneCall,0.00,0.08,0.01,0.00,0.04,0.11,0.05,0.02,0.06,0.07,9.56,1.00
contig_2184_phanotate_12_geneCall,0.00,0.11,0.02,0.00,0.01,0.01,0.01,0.00,0.02,0.03,9.79,1.00
contig_2184_phanotate_13_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_2184_phanotate_14_geneCall,0.01,0.08,0.06,0.02,0.06,0.02,0.07,0.01,0.02,0.05,9.60,1.00
contig_2184_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.98,1.00
contig_2184_phanotate_16_geneCall,0.37,0.01,0.49,0.00,0.02,0.00,0.04,0.00,0.00,2.58,6.48,0.98
contig_2184_phanotate_17_geneCall,0.01,0.64,0.15,0.02,0.04,0.02,0.15,0.02,0.04,0.14,8.77,1.00
contig_2184_phanotate_18_geneCall,0.00,0.01,0.01,0.00,0.00,0.88,0.00,0.00,0.01,0.01,9.08,1.00
contig_2184_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_20_geneCall,0.03,0.16,0.09,0.04,0.03,0.19,0.11,0.06,0.17,0.17,8.95,1.00
contig_2184_phanotate_21_geneCall,0.03,1.17,0.51,0.02,0.13,0.67,0.09,0.03,0.05,1.77,5.53,0.98
contig_2184_phanotate_22_geneCall,0.00,0.04,0.00,0.00,0.02,0.02,0.02,0.00,0.01,0.03,9.84,1.00
contig_2184_phanotate_23_geneCall,0.01,0.32,0.09,0.06,0.10,0.06,0.16,0.01,0.31,0.05,8.83,1.00
contig_2184_phanotate_24_geneCall,0.09,0.63,0.56,0.46,0.43,0.25,0.21,0.18,0.58,2.92,3.69,0.97
contig_2184_phanotate_25_geneCall,0.05,0.92,0.17,0.10,0.08,2.73,0.21,0.04,0.11,1.37,4.20,0.97
contig_2184_phanotate_26_geneCall,0.03,0.27,0.08,0.03,0.04,0.21,0.15,0.03,0.11,0.10,8.93,1.00
contig_2184_phanotate_27_geneCall,0.13,0.85,0.21,0.29,0.42,1.26,0.52,0.14,0.26,0.97,4.95,0.98
contig_2184_phanotate_28_geneCall,0.01,0.53,0.03,0.02,0.03,0.60,0.10,0.01,0.02,0.82,7.83,0.99
contig_2184_phanotate_29_geneCall,0.01,0.07,0.01,0.01,0.09,0.03,0.12,0.01,0.07,0.40,9.20,1.00
contig_2184_phanotate_30_geneCall,0.02,0.17,0.04,0.05,0.14,0.03,0.13,0.01,0.03,0.14,9.24,1.00
contig_2184_phanotate_31_geneCall,0.00,0.32,0.03,0.01,0.02,0.04,0.02,0.01,0.01,1.34,8.19,0.99
contig_2184_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_34_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.12,0.00,9.85,1.00
contig_2184_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_36_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_37_geneCall,0.00,0.12,0.00,0.00,0.02,0.23,0.04,0.01,0.02,0.86,8.69,1.00
contig_2184_phanotate_38_geneCall,0.00,0.06,0.01,0.00,0.06,0.01,0.04,0.00,0.02,0.08,9.71,1.00
contig_2184_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_2184_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_41_geneCall,0.05,0.30,0.04,0.12,0.11,0.29,0.15,0.05,0.17,0.19,8.52,0.99
contig_2184_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2184_phanotate_43_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_44_geneCall,0.27,0.77,0.26,0.25,0.27,1.45,0.47,0.16,0.57,0.90,4.63,0.98
contig_2184_phanotate_45_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_46_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_2184_phanotate_47_geneCall,0.00,0.06,0.01,0.00,0.06,0.01,0.04,0.00,0.02,0.08,9.71,1.00
contig_2184_phanotate_48_geneCall,0.00,0.12,0.00,0.00,0.02,0.23,0.04,0.01,0.02,0.86,8.69,1.00
contig_2184_phanotate_49_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2184_phanotate_50_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2190_phanotate_1_geneCall,0.02,0.03,0.01,0.01,0.01,0.17,0.02,0.00,0.13,1.13,8.48,0.99
contig_2190_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98,1.00
contig_2190_phanotate_3_geneCall,0.00,0.05,0.00,0.00,0.01,0.01,0.10,0.01,0.01,0.53,9.28,1.00
contig_2190_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2190_phanotate_5_geneCall,0.49,0.43,0.99,1.19,0.95,0.42,0.65,0.59,0.61,0.65,3.05,0.97
contig_2190_phanotate_6_geneCall,1.18,0.47,1.67,0.32,1.08,0.32,0.36,0.30,0.23,2.61,1.46,0.58
contig_2190_phanotate_7_geneCall,0.58,0.77,4.50,0.53,0.24,0.22,0.44,0.31,0.27,0.44,1.71,0.84
contig_2190_phanotate_8_geneCall,0.22,0.36,0.04,0.26,0.19,0.42,0.50,0.10,0.41,1.62,5.88,0.98
contig_2190_phanotate_9_geneCall,0.01,0.07,0.03,0.08,0.08,0.65,0.23,0.11,0.27,0.20,8.26,0.99
contig_2190_phanotate_10_geneCall,0.37,0.45,2.00,0.10,0.46,0.15,2.19,0.03,0.35,2.65,1.27,0.58
contig_2190_phanotate_11_geneCall,0.35,0.75,1.78,0.35,0.34,1.88,1.18,0.79,0.89,0.87,0.84,0.81
contig_2190_phanotate_12_geneCall,0.30,0.24,0.21,0.11,0.18,5.37,0.17,0.10,0.24,0.37,2.71,0.94
contig_2190_phanotate_13_geneCall,0.16,0.24,0.20,0.07,0.13,5.64,0.15,0.14,0.19,0.32,2.76,0.95
contig_2190_phanotate_14_geneCall,0.47,0.66,1.42,0.64,0.38,1.43,0.75,1.07,1.07,1.05,1.06,0.81
contig_2190_phanotate_15_geneCall,0.08,0.26,2.03,0.09,0.42,0.22,0.20,0.02,0.08,5.02,1.58,0.73
contig_2190_phanotate_16_geneCall,0.06,0.09,3.48,0.04,1.42,0.06,1.49,0.09,0.21,2.26,0.80,0.78
contig_2190_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2190_phanotate_18_geneCall,0.00,0.02,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.04,9.90,1.00
contig_2190_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,9.97,1.00
contig_2190_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2190_phanotate_21_geneCall,0.17,0.82,0.65,0.30,0.14,0.06,0.31,0.05,0.23,0.05,7.19,0.99
contig_2190_phanotate_22_geneCall,0.51,0.36,0.10,0.86,0.28,0.29,0.98,0.20,0.66,0.66,5.11,0.98
contig_2190_phanotate_23_geneCall,0.58,0.77,4.50,0.53,0.24,0.22,0.44,0.31,0.27,0.44,1.71,0.84
contig_2190_phanotate_24_geneCall,0.65,0.44,2.62,0.85,0.94,0.48,0.43,1.12,0.40,0.98,1.09,0.75
contig_2190_phanotate_25_geneCall,0.02,0.01,0.05,0.00,0.01,2.54,0.01,0.00,0.02,0.02,7.31,0.99
contig_2190_phanotate_26_geneCall,0.21,0.67,0.23,0.09,0.19,3.24,0.32,0.08,0.89,0.84,3.24,0.85
contig_2190_phanotate_27_geneCall,0.01,0.28,0.05,0.00,0.07,0.02,0.03,0.00,0.01,0.17,9.36,1.00
contig_2190_phanotate_28_geneCall,0.51,2.50,0.62,0.92,1.14,0.21,0.68,0.24,0.30,0.82,2.05,0.08
contig_2196_phanotate_1_geneCall,0.07,3.78,0.07,0.08,0.05,0.12,0.13,0.06,0.05,0.08,5.50,0.98
contig_2196_phanotate_2_geneCall,1.10,0.59,0.62,0.45,0.86,0.37,1.41,0.55,0.36,0.40,3.29,0.97
contig_2196_phanotate_3_geneCall,0.07,0.68,0.02,0.01,0.08,0.34,1.40,0.01,0.44,0.07,6.89,0.99
contig_2196_phanotate_4_geneCall,0.01,1.58,0.02,0.00,0.01,6.77,0.06,0.01,0.06,0.22,1.26,0.98
contig_2196_phanotate_5_geneCall,0.01,0.07,0.03,0.02,0.01,0.01,0.04,0.01,0.11,0.03,9.65,1.00
contig_2196_phanotate_6_geneCall,0.00,0.02,0.01,0.03,0.01,0.10,0.07,0.02,0.06,0.05,9.63,1.00
contig_2196_phanotate_7_geneCall,0.04,1.96,0.02,0.02,0.04,0.08,0.07,0.03,0.07,0.16,7.49,0.99
contig_2196_phanotate_8_geneCall,0.00,0.05,0.01,0.94,0.05,0.01,0.01,0.00,0.00,0.01,8.90,1.00
contig_2196_phanotate_9_geneCall,0.02,0.18,0.08,0.04,0.08,0.09,0.15,0.05,0.30,3.22,5.77,0.98
contig_2196_phanotate_10_geneCall,0.02,0.15,0.08,0.04,0.07,0.08,0.14,0.05,0.33,3.25,5.80,0.98
contig_2196_phanotate_11_geneCall,0.03,1.57,0.04,0.40,0.10,0.15,0.11,0.02,0.05,0.11,7.41,0.99
contig_2196_phanotate_12_geneCall,0.00,0.02,0.01,0.03,0.01,0.10,0.07,0.02,0.06,0.05,9.63,1.00
contig_2196_phanotate_13_geneCall,0.01,0.10,0.04,0.02,0.01,0.01,0.04,0.01,0.13,0.05,9.58,1.00
contig_2196_phanotate_14_geneCall,0.00,0.62,0.00,0.00,0.01,2.43,0.02,0.00,0.37,0.11,6.44,0.98
contig_2196_phanotate_15_geneCall,0.07,0.68,0.02,0.01,0.08,0.34,1.40,0.01,0.44,0.07,6.89,0.99
contig_2196_phanotate_16_geneCall,2.87,0.71,0.26,0.93,0.52,0.29,0.77,0.28,0.34,0.29,2.76,0.85
contig_2196_phanotate_17_geneCall,0.00,0.01,0.02,0.00,0.01,0.00,0.04,0.00,0.01,0.04,9.86,1.00
contig_2196_phanotate_18_geneCall,0.02,0.14,0.09,0.09,0.19,0.05,0.55,0.31,0.15,0.38,8.04,0.99
contig_2196_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2196_phanotate_20_geneCall,0.11,0.19,0.01,0.04,0.09,0.05,0.11,0.06,0.11,0.13,9.10,1.00
contig_2196_phanotate_21_geneCall,0.09,0.45,0.21,0.10,0.20,0.19,0.28,0.10,0.22,1.15,6.99,0.99
contig_2196_phanotate_22_geneCall,0.00,0.05,0.02,0.64,0.03,0.00,0.13,0.00,0.02,0.04,9.06,1.00
contig_2196_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2196_phanotate_24_geneCall,0.26,0.45,0.59,0.12,0.66,0.44,0.69,0.20,0.15,1.77,4.68,0.98
contig_2196_phanotate_25_geneCall,0.01,0.04,0.03,0.00,0.02,0.03,0.10,0.01,0.15,0.02,9.59,1.00
contig_2196_phanotate_26_geneCall,0.01,0.06,0.02,0.04,0.04,0.02,0.04,0.01,0.06,0.08,9.63,1.00
contig_2196_phanotate_27_geneCall,0.04,0.09,0.03,0.03,0.04,0.07,0.19,0.19,0.42,5.86,3.02,0.80
contig_2196_phanotate_28_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2196_phanotate_29_geneCall,0.01,0.06,0.02,0.04,0.04,0.02,0.04,0.01,0.06,0.08,9.63,1.00
contig_2196_phanotate_30_geneCall,0.00,0.01,0.01,0.00,0.01,0.02,0.06,0.00,0.05,0.01,9.83,1.00
contig_2196_phanotate_31_geneCall,0.00,0.03,0.00,0.00,0.11,0.02,0.02,0.00,0.00,0.00,9.81,1.00
contig_2196_phanotate_32_geneCall,0.02,0.10,0.03,0.01,0.09,0.02,0.17,0.07,0.05,0.02,9.43,1.00
contig_2196_phanotate_33_geneCall,0.48,4.06,1.38,0.24,0.01,0.01,0.50,0.03,0.28,0.03,2.98,0.12
contig_2196_phanotate_34_geneCall,0.00,0.01,0.05,0.00,0.01,0.02,0.01,0.00,0.02,0.25,9.63,1.00
contig_2196_phanotate_35_geneCall,0.00,0.04,0.00,0.00,0.47,0.99,0.01,0.00,0.00,0.02,8.47,0.99
contig_2196_phanotate_36_geneCall,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,9.96,1.00
contig_2196_phanotate_37_geneCall,0.08,0.68,0.15,0.07,0.16,0.06,0.10,0.15,0.06,0.73,7.75,0.99
contig_2196_phanotate_38_geneCall,0.01,1.67,0.03,0.01,0.03,0.03,0.12,0.01,0.03,0.07,7.99,0.99
contig_2196_phanotate_39_geneCall,0.00,0.16,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.06,9.76,1.00
contig_2196_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2196_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2196_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2196_phanotate_43_geneCall,1.70,0.88,0.26,0.75,0.40,0.40,0.80,0.30,0.49,0.53,3.48,0.97
contig_2196_phanotate_44_geneCall,0.01,0.05,1.44,0.06,0.05,0.03,0.09,0.00,0.03,2.67,5.57,0.98
contig_2196_phanotate_45_geneCall,0.00,0.02,0.00,0.00,0.01,1.41,0.12,0.01,0.07,0.02,8.33,0.99
contig_2196_phanotate_46_geneCall,0.31,0.93,0.23,0.09,0.10,0.54,1.01,0.08,1.51,4.38,0.82,0.68
contig_2196_phanotate_47_geneCall,0.17,1.39,0.27,0.03,0.12,0.01,0.08,0.07,0.01,0.98,6.87,0.99
contig_2196_phanotate_48_geneCall,0.01,0.09,0.00,0.00,0.01,0.03,0.11,0.42,0.11,0.02,9.20,1.00
contig_2196_phanotate_49_geneCall,0.10,0.58,0.49,0.04,0.28,0.39,0.79,0.05,1.23,1.81,4.24,0.97
contig_2196_phanotate_50_geneCall,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91
contig_2196_phanotate_51_geneCall,0.00,0.58,0.01,0.00,0.04,0.00,0.07,0.00,0.01,5.27,4.01,0.76
contig_2196_phanotate_52_geneCall,0.01,0.06,0.05,0.04,0.01,0.00,0.02,0.00,0.01,0.01,9.79,1.00
contig_2196_phanotate_53_geneCall,0.64,0.38,0.08,0.07,0.04,0.02,0.08,0.02,0.01,0.01,8.63,1.00
contig_2196_phanotate_54_geneCall,0.22,2.79,0.46,0.65,0.14,0.73,0.40,0.07,0.42,0.40,3.73,0.97
contig_2196_phanotate_55_geneCall,0.00,0.10,0.02,0.01,0.01,0.54,0.03,0.01,0.04,0.28,8.95,1.00
contig_2196_phanotate_56_geneCall,0.02,0.30,2.37,0.33,0.14,0.16,3.21,0.03,1.65,0.04,1.76,0.47
contig_2196_phanotate_57_geneCall,0.01,0.06,0.01,0.01,0.02,0.11,0.08,0.01,0.05,0.08,9.57,1.00
contig_2196_phanotate_58_geneCall,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,9.97,1.00
contig_2196_phanotate_59_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98,1.00
contig_2196_phanotate_60_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2196_phanotate_61_geneCall,0.36,0.73,0.74,0.61,0.62,0.76,1.48,0.32,0.49,0.60,3.30,0.97
