,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
scaffold_1760_phanotate_8_geneCall,0.00,0.12,0.00,0.00,0.04,0.04,0.01,0.00,0.01,0.01,9.78,1.00
scaffold_1760_phanotate_9_geneCall,0.00,0.01,0.00,0.00,0.01,0.02,0.01,0.00,0.01,1.15,8.80,1.00
scaffold_1760_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,9.98,1.00
scaffold_1760_phanotate_11_geneCall,0.00,0.07,0.01,0.00,0.01,0.03,0.03,0.01,0.01,1.01,8.83,1.00
scaffold_1760_phanotate_12_geneCall,0.01,0.07,8.09,0.01,0.19,0.05,0.43,0.05,0.02,0.06,1.03,0.97
scaffold_1760_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1760_phanotate_14_geneCall,0.22,0.58,1.49,1.81,1.10,0.16,0.74,0.91,0.38,0.33,2.28,0.96
scaffold_1760_phanotate_15_geneCall,0.00,0.01,0.09,0.01,0.02,0.05,0.02,0.00,0.00,0.00,9.80,1.00
scaffold_1760_phanotate_16_geneCall,0.00,0.09,0.01,0.00,0.01,0.05,0.03,0.01,0.03,0.06,9.71,1.00
scaffold_1760_phanotate_17_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
scaffold_1760_phanotate_18_geneCall,0.15,0.19,0.09,0.23,0.39,0.12,0.10,0.09,0.23,0.67,7.76,0.99
scaffold_1760_phanotate_19_geneCall,0.36,0.72,0.50,0.17,0.25,0.29,0.58,0.17,0.45,0.46,6.06,0.98
scaffold_1760_phanotate_20_geneCall,0.00,0.11,0.01,0.02,0.02,0.03,0.03,0.01,0.08,0.29,9.39,1.00
scaffold_1760_phanotate_21_geneCall,0.01,0.46,0.03,0.03,0.08,0.07,0.14,0.02,0.03,0.11,9.02,1.00
scaffold_1760_phanotate_22_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.94,1.00
scaffold_1760_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1760_phanotate_24_geneCall,0.01,0.14,0.13,0.02,0.18,0.06,0.08,0.04,0.05,0.08,9.21,1.00
scaffold_1760_phanotate_25_geneCall,0.13,2.55,0.15,0.10,0.11,0.43,0.46,0.09,0.14,0.12,5.71,0.98
scaffold_1760_phanotate_26_geneCall,0.01,0.24,0.10,0.06,0.02,0.03,0.13,0.02,0.21,0.08,9.09,1.00
scaffold_1760_phanotate_27_geneCall,0.02,0.03,0.01,0.00,0.01,0.03,0.02,0.00,0.02,0.02,9.84,1.00
scaffold_1760_phanotate_28_geneCall,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,2.49,0.00,7.43,0.99
scaffold_1760_phanotate_29_geneCall,0.17,0.15,0.07,0.02,0.11,0.22,0.36,0.29,1.42,0.15,7.03,0.99
scaffold_1760_phanotate_30_geneCall,0.14,0.49,0.14,0.22,0.47,0.52,0.52,0.12,0.22,0.84,6.33,0.98
scaffold_1760_phanotate_31_geneCall,0.71,1.78,0.39,0.50,0.60,1.34,0.85,0.41,0.37,0.76,2.29,0.96
scaffold_1760_phanotate_32_geneCall,0.14,1.48,0.18,0.17,0.45,0.42,0.56,0.13,0.28,0.27,5.91,0.98
scaffold_1760_phanotate_33_geneCall,0.02,0.26,0.01,0.01,0.02,0.03,0.03,0.01,0.07,0.01,9.54,1.00
scaffold_1760_phanotate_34_geneCall,0.00,0.04,0.01,0.00,0.03,0.15,0.12,0.00,0.00,0.02,9.63,1.00
scaffold_1760_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1760_phanotate_36_geneCall,0.00,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.95,1.00
scaffold_1760_phanotate_37_geneCall,1.52,0.79,0.33,0.32,0.54,1.33,0.56,0.24,0.62,1.28,2.47,0.96
scaffold_1760_phanotate_38_geneCall,0.03,0.44,0.03,0.04,0.15,0.42,0.20,0.03,0.11,0.20,8.34,0.99
scaffold_1760_phanotate_39_geneCall,0.02,0.11,0.01,0.04,0.07,0.10,0.06,0.02,0.03,0.06,9.48,1.00
scaffold_1760_phanotate_40_geneCall,0.16,2.12,0.43,0.68,0.25,0.29,0.53,0.13,0.35,0.35,4.71,0.98
scaffold_1760_phanotate_41_geneCall,0.01,0.08,0.01,0.00,0.01,1.61,0.01,0.01,0.03,2.99,5.24,0.98
scaffold_1760_phanotate_42_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.98,1.00
scaffold_1760_phanotate_43_geneCall,0.00,0.03,0.00,0.00,0.03,0.02,0.02,0.00,0.02,0.02,9.86,1.00
scaffold_1760_phanotate_44_geneCall,0.52,0.51,0.43,0.13,0.30,1.10,0.52,0.39,1.75,1.74,2.62,0.96
scaffold_1760_phanotate_45_geneCall,0.01,0.15,0.18,0.02,0.22,0.06,0.12,0.08,0.05,0.12,8.99,1.00
scaffold_1760_phanotate_46_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1760_phanotate_47_geneCall,0.00,0.02,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.94,1.00
scaffold_1760_phanotate_48_geneCall,0.01,0.46,0.03,0.03,0.08,0.07,0.14,0.02,0.03,0.11,9.02,1.00
scaffold_1760_phanotate_49_geneCall,0.15,0.19,0.09,0.23,0.39,0.12,0.10,0.09,0.23,0.67,7.76,0.99
scaffold_1760_phanotate_50_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
scaffold_1760_phanotate_51_geneCall,0.00,0.09,0.01,0.00,0.01,0.05,0.03,0.01,0.03,0.06,9.71,1.00
scaffold_1760_phanotate_52_geneCall,0.00,0.01,0.09,0.01,0.02,0.05,0.02,0.00,0.00,0.00,9.80,1.00
scaffold_1760_phanotate_53_geneCall,0.16,0.29,1.25,4.11,1.12,0.08,0.51,0.71,0.35,0.27,1.15,0.75
scaffold_1760_phanotate_54_geneCall,0.02,0.26,0.06,0.03,0.23,0.19,0.21,0.02,0.05,0.10,8.84,1.00
scaffold_1760_phanotate_55_geneCall,0.10,0.25,0.12,0.07,0.14,0.14,0.26,0.13,0.13,3.07,5.59,0.98
scaffold_1760_phanotate_56_geneCall,0.12,0.34,0.42,0.10,0.26,0.15,5.37,0.03,2.47,0.10,0.64,0.68
scaffold_1760_phanotate_57_geneCall,0.01,0.10,0.00,0.00,0.01,0.02,0.02,0.00,0.00,0.23,9.59,1.00
scaffold_1760_phanotate_58_geneCall,0.02,0.04,0.01,0.01,0.06,0.19,0.09,0.03,0.05,0.04,9.47,1.00
scaffold_1760_phanotate_59_geneCall,0.01,0.03,0.56,0.00,0.11,0.05,0.09,0.01,0.04,0.36,8.74,1.00
scaffold_1760_phanotate_60_geneCall,0.16,0.90,0.17,0.09,0.21,0.22,0.55,0.09,0.22,0.36,7.03,0.99
scaffold_1760_phanotate_61_geneCall,0.01,0.24,0.01,0.01,0.06,0.02,0.05,0.02,0.01,0.02,9.54,1.00
scaffold_1760_phanotate_62_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1760_phanotate_63_geneCall,0.14,0.53,0.55,0.22,0.19,0.76,1.51,0.16,1.62,0.21,4.10,0.97
scaffold_1760_phanotate_64_geneCall,0.31,0.79,0.15,0.17,0.15,0.24,0.23,0.32,0.13,0.21,7.31,0.99
scaffold_1760_phanotate_65_geneCall,0.26,1.79,0.43,1.95,0.14,0.30,1.58,0.19,0.19,0.49,2.67,0.96
scaffold_1760_phanotate_66_geneCall,0.35,0.81,1.39,1.02,0.30,1.07,1.17,0.14,0.61,1.32,1.80,0.96
scaffold_1760_phanotate_67_geneCall,0.48,0.70,0.15,0.13,0.20,0.08,0.26,0.04,0.09,0.49,7.38,0.99
scaffold_1760_phanotate_68_geneCall,0.03,0.20,0.02,0.01,0.02,0.18,0.07,0.02,0.04,0.49,8.92,1.00
scaffold_1760_phanotate_69_geneCall,0.01,0.02,0.02,0.00,0.01,0.01,0.06,0.00,0.02,0.03,9.81,1.00
scaffold_1760_phanotate_70_geneCall,0.00,0.21,0.00,0.00,0.00,0.01,0.01,0.00,0.00,2.21,7.55,0.99
scaffold_1760_phanotate_71_geneCall,0.01,1.35,0.57,0.06,0.12,0.07,1.83,0.02,0.92,1.09,3.96,0.97
scaffold_1760_phanotate_72_geneCall,0.01,1.31,0.16,0.02,0.04,0.08,0.06,0.01,0.02,2.16,6.13,0.98
scaffold_1760_phanotate_73_geneCall,0.04,0.28,0.37,0.02,0.04,0.92,0.16,0.03,0.10,0.11,7.95,0.99
scaffold_1760_phanotate_74_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,9.95,1.00
scaffold_1760_phanotate_75_geneCall,0.00,0.02,0.15,3.77,0.25,0.10,0.44,0.00,0.03,0.01,5.24,0.98
scaffold_1760_phanotate_76_geneCall,0.05,0.59,0.10,0.10,0.38,0.20,0.25,0.07,0.14,0.10,8.03,0.99
scaffold_1760_phanotate_77_geneCall,0.04,0.25,0.16,0.15,1.94,0.26,0.37,0.04,0.38,0.35,6.06,0.98
scaffold_1760_phanotate_78_geneCall,1.83,0.84,0.28,0.15,0.74,1.17,1.62,0.73,1.03,0.18,1.44,0.80
scaffold_1760_phanotate_79_geneCall,0.49,0.53,0.21,0.52,0.13,0.61,0.25,0.31,0.53,2.02,4.41,0.98
scaffold_1760_phanotate_80_geneCall,0.30,0.49,0.58,2.66,1.04,0.24,1.08,0.13,0.66,0.20,2.63,0.59
scaffold_1760_phanotate_81_geneCall,0.26,0.25,0.32,0.39,0.43,0.17,0.59,6.85,0.26,0.10,0.38,1.00
scaffold_1760_phanotate_82_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,9.91,1.00
scaffold_1760_phanotate_83_geneCall,0.19,0.68,0.49,0.11,0.22,0.55,2.29,0.06,0.32,2.57,2.54,0.58
scaffold_1760_phanotate_84_geneCall,0.06,0.14,0.02,0.03,7.43,0.59,0.23,0.81,0.04,0.00,0.65,0.93
scaffold_1760_phanotate_85_geneCall,0.01,0.06,0.03,0.01,0.03,0.00,0.08,0.01,0.02,0.23,9.51,1.00
scaffold_1760_phanotate_86_geneCall,0.10,0.27,0.39,0.28,0.98,0.13,3.15,1.63,2.14,0.08,0.86,0.46
scaffold_1760_phanotate_87_geneCall,0.12,0.42,0.16,0.02,0.20,0.27,1.98,0.05,0.09,0.48,6.22,0.98
scaffold_1760_phanotate_88_geneCall,0.63,0.39,2.65,1.55,0.42,1.57,0.43,0.68,0.21,0.69,0.77,0.75
scaffold_1760_phanotate_89_geneCall,0.00,0.01,9.89,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.07,1.00
scaffold_1760_phanotate_90_geneCall,0.06,2.94,0.08,0.04,0.10,0.86,0.68,0.03,0.37,0.39,4.46,0.98
scaffold_1760_phanotate_91_geneCall,0.00,0.02,9.80,0.03,0.03,0.01,0.03,0.00,0.01,0.02,0.05,1.00
scaffold_1760_phanotate_92_geneCall,0.04,0.08,0.07,0.02,0.05,8.39,0.11,0.05,0.11,0.16,0.93,0.99
scaffold_1760_phanotate_93_geneCall,0.15,0.34,0.13,0.06,0.24,0.20,0.32,0.06,0.53,0.43,7.53,0.99
scaffold_1760_phanotate_94_geneCall,1.00,1.20,0.45,1.27,0.21,1.43,0.36,0.93,0.42,0.93,1.80,0.96
scaffold_1760_phanotate_95_geneCall,2.41,1.44,1.14,0.53,0.37,1.95,0.33,0.29,0.23,0.21,1.09,0.82
scaffold_1760_phanotate_96_geneCall,1.26,0.85,2.03,0.91,0.34,0.14,0.55,0.57,0.40,0.31,2.63,0.96
scaffold_1760_phanotate_97_geneCall,2.95,1.66,0.59,0.35,0.39,0.47,0.76,0.36,0.70,0.48,1.28,0.85
scaffold_1760_phanotate_98_geneCall,0.09,0.21,0.48,0.02,0.36,0.11,0.21,0.03,0.04,0.28,8.18,0.99
scaffold_1760_phanotate_99_geneCall,0.31,0.27,0.14,0.04,0.20,7.71,0.25,0.04,0.29,0.31,0.42,0.99
scaffold_1760_phanotate_100_geneCall,0.04,0.35,0.07,0.06,0.17,2.13,0.28,0.03,0.13,0.15,6.59,0.98
scaffold_1760_phanotate_101_geneCall,1.74,0.59,1.40,0.21,0.14,0.08,0.38,0.27,0.53,0.41,4.26,0.97
scaffold_1760_phanotate_102_geneCall,1.02,2.03,0.37,0.44,0.16,2.55,0.31,0.24,0.20,0.40,2.27,0.82
scaffold_1797_phanotate_1_geneCall,0.20,1.48,0.47,0.25,0.31,0.25,0.45,0.17,0.47,0.70,5.26,0.98
scaffold_1797_phanotate_2_geneCall,0.03,0.28,0.04,0.05,0.07,0.08,0.11,0.07,0.10,0.19,8.98,1.00
scaffold_1797_phanotate_3_geneCall,0.02,0.64,0.05,0.02,0.06,0.15,0.13,0.02,0.03,0.13,8.74,1.00
scaffold_1797_phanotate_4_geneCall,0.04,0.96,0.60,0.78,0.18,0.35,0.27,0.08,0.19,0.71,5.84,0.98
scaffold_1797_phanotate_5_geneCall,2.09,0.27,1.10,0.30,0.36,1.25,2.06,0.23,0.55,0.67,1.12,0.81
scaffold_1797_phanotate_6_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
scaffold_1797_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_8_geneCall,0.02,0.17,0.03,0.00,0.08,0.06,0.29,0.01,0.04,1.18,8.12,0.99
scaffold_1797_phanotate_9_geneCall,0.07,0.10,0.13,0.02,0.06,0.10,0.18,0.07,1.26,0.80,7.20,0.99
scaffold_1797_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,9.96,1.00
scaffold_1797_phanotate_11_geneCall,0.02,0.58,0.03,1.21,0.07,0.34,0.04,0.02,0.01,0.11,7.55,0.99
scaffold_1797_phanotate_12_geneCall,0.23,0.36,0.25,0.14,0.23,1.53,0.35,0.15,0.22,0.70,5.85,0.98
scaffold_1797_phanotate_13_geneCall,0.07,0.15,0.04,0.00,0.05,0.30,0.24,0.06,0.07,0.19,8.84,1.00
scaffold_1797_phanotate_14_geneCall,0.39,0.68,3.56,0.48,0.39,0.24,1.14,0.11,0.69,0.89,1.42,0.79
scaffold_1797_phanotate_15_geneCall,0.07,1.47,0.73,1.02,0.20,0.22,0.40,0.13,0.24,0.35,5.19,0.98
scaffold_1797_phanotate_16_geneCall,0.01,0.47,0.04,0.02,0.05,0.13,0.11,0.02,0.03,0.11,9.01,1.00
scaffold_1797_phanotate_17_geneCall,0.00,0.08,0.04,0.00,0.00,0.00,0.04,0.01,0.03,0.04,9.73,1.00
scaffold_1797_phanotate_18_geneCall,0.04,0.28,0.04,0.06,0.07,0.07,0.10,0.04,0.13,0.20,8.96,1.00
scaffold_1797_phanotate_19_geneCall,0.13,0.51,1.11,0.11,0.10,0.15,0.21,0.18,0.20,1.09,6.21,0.98
scaffold_1797_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_21_geneCall,0.06,0.14,0.23,0.18,0.16,0.42,0.22,0.05,0.31,0.16,8.07,0.99
scaffold_1797_phanotate_22_geneCall,0.01,0.09,0.01,0.01,0.04,0.07,0.10,0.01,0.04,0.05,9.58,1.00
scaffold_1797_phanotate_23_geneCall,0.14,1.39,0.40,0.11,0.31,2.17,0.29,0.10,0.35,0.36,4.38,0.98
scaffold_1797_phanotate_24_geneCall,0.16,0.14,0.15,0.62,0.61,1.59,0.21,0.07,0.27,3.22,2.97,0.62
scaffold_1797_phanotate_25_geneCall,0.00,0.02,0.01,0.01,0.57,0.02,0.02,0.00,0.01,0.03,9.30,1.00
scaffold_1797_phanotate_26_geneCall,0.32,0.39,1.60,0.34,0.22,1.07,1.38,0.10,1.20,0.27,3.11,0.97
scaffold_1797_phanotate_27_geneCall,0.31,0.90,2.39,0.26,0.53,0.86,0.81,0.56,0.37,0.99,2.01,0.74
scaffold_1797_phanotate_28_geneCall,0.40,0.46,0.86,0.21,0.42,0.35,2.78,0.30,3.18,0.25,0.79,0.62
scaffold_1797_phanotate_29_geneCall,0.18,1.09,0.07,0.10,0.21,0.73,0.36,0.07,0.58,0.09,6.53,0.98
scaffold_1797_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_31_geneCall,0.05,0.18,0.04,0.06,0.11,0.17,1.09,0.06,0.27,0.25,7.72,0.99
scaffold_1797_phanotate_32_geneCall,0.05,1.42,0.08,0.04,0.14,0.32,0.29,0.08,0.29,0.87,6.43,0.98
scaffold_1797_phanotate_33_geneCall,0.00,0.00,0.01,0.00,0.01,0.08,0.07,0.00,0.00,7.12,2.71,0.88
scaffold_1797_phanotate_34_geneCall,0.01,0.10,0.01,0.01,0.00,0.02,0.07,0.01,0.08,0.01,9.69,1.00
scaffold_1797_phanotate_35_geneCall,0.01,2.51,0.04,0.01,0.03,0.76,0.06,0.01,0.04,0.49,6.02,0.98
scaffold_1797_phanotate_36_geneCall,0.19,0.65,6.09,0.17,0.31,0.20,0.62,0.11,0.45,0.40,0.82,0.91
scaffold_1797_phanotate_37_geneCall,0.02,0.22,0.04,0.01,0.04,0.02,0.22,0.05,0.06,0.04,9.28,1.00
scaffold_1797_phanotate_38_geneCall,0.02,0.08,0.02,0.07,0.08,0.07,0.04,0.01,0.09,1.08,8.43,0.99
scaffold_1797_phanotate_39_geneCall,0.01,2.51,0.04,0.01,0.03,0.76,0.06,0.01,0.04,0.49,6.02,0.98
scaffold_1797_phanotate_40_geneCall,0.01,0.10,0.01,0.01,0.00,0.02,0.07,0.01,0.08,0.01,9.69,1.00
scaffold_1797_phanotate_41_geneCall,0.00,0.00,0.01,0.00,0.01,0.08,0.07,0.00,0.00,7.12,2.71,0.88
scaffold_1797_phanotate_42_geneCall,0.05,1.42,0.08,0.04,0.14,0.32,0.29,0.08,0.29,0.87,6.43,0.98
scaffold_1797_phanotate_43_geneCall,0.05,0.18,0.04,0.06,0.11,0.17,1.09,0.06,0.27,0.25,7.72,0.99
scaffold_1797_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_45_geneCall,0.18,1.09,0.07,0.10,0.21,0.73,0.36,0.07,0.58,0.09,6.53,0.98
scaffold_1797_phanotate_46_geneCall,0.40,0.46,0.86,0.21,0.42,0.35,2.78,0.30,3.18,0.25,0.79,0.62
scaffold_1797_phanotate_47_geneCall,0.43,0.72,3.65,0.18,0.36,1.35,0.92,0.42,0.40,0.39,1.16,0.79
scaffold_1797_phanotate_48_geneCall,0.00,0.02,0.01,0.01,0.57,0.02,0.02,0.00,0.01,0.03,9.30,1.00
scaffold_1797_phanotate_49_geneCall,0.12,0.17,0.12,1.37,0.68,0.57,0.12,0.03,0.46,0.77,5.58,0.98
scaffold_1797_phanotate_50_geneCall,0.10,0.06,0.01,0.02,0.18,0.34,0.02,0.02,0.18,0.42,8.65,1.00
scaffold_1797_phanotate_51_geneCall,0.14,1.39,0.40,0.11,0.31,2.17,0.29,0.10,0.35,0.36,4.38,0.98
scaffold_1797_phanotate_52_geneCall,0.00,0.01,0.00,0.00,0.02,0.03,0.02,0.00,0.01,0.04,9.85,1.00
scaffold_1797_phanotate_53_geneCall,0.01,0.03,0.01,0.00,0.01,0.01,0.05,0.00,0.03,0.03,9.80,1.00
scaffold_1797_phanotate_54_geneCall,0.06,0.14,0.23,0.18,0.16,0.42,0.22,0.05,0.31,0.16,8.07,0.99
scaffold_1797_phanotate_55_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_56_geneCall,0.07,0.46,0.09,0.07,0.11,0.16,0.20,0.09,0.16,1.06,7.53,0.99
scaffold_1797_phanotate_57_geneCall,0.00,0.05,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.94,1.00
scaffold_1797_phanotate_58_geneCall,0.02,0.64,0.05,0.02,0.06,0.15,0.13,0.02,0.03,0.13,8.74,1.00
scaffold_1797_phanotate_59_geneCall,0.07,1.47,0.73,1.02,0.20,0.22,0.40,0.13,0.24,0.35,5.19,0.98
scaffold_1797_phanotate_60_geneCall,0.02,0.04,0.01,0.01,0.00,0.03,0.02,0.01,0.02,0.03,9.80,1.00
scaffold_1797_phanotate_61_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,9.94,1.00
scaffold_1797_phanotate_62_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_63_geneCall,0.04,0.19,0.00,0.00,0.04,0.16,0.10,0.02,0.04,0.29,9.11,1.00
scaffold_1797_phanotate_64_geneCall,0.00,0.01,0.00,0.00,0.00,0.45,0.10,0.00,0.02,0.03,9.40,1.00
scaffold_1797_phanotate_65_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
scaffold_1797_phanotate_66_geneCall,0.00,0.01,0.00,0.00,0.06,0.33,0.76,0.03,0.03,0.03,8.76,1.00
scaffold_1797_phanotate_67_geneCall,0.02,0.67,0.01,0.00,0.05,0.02,0.02,0.00,0.07,0.01,9.12,1.00
scaffold_1797_phanotate_68_geneCall,0.00,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.79,9.14,1.00
scaffold_1797_phanotate_69_geneCall,0.00,0.04,0.01,0.09,0.05,0.21,0.21,0.01,0.33,0.12,8.95,1.00
scaffold_1797_phanotate_70_geneCall,0.00,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.00,2.11,7.86,0.99
scaffold_1797_phanotate_71_geneCall,2.08,0.23,0.79,0.33,0.41,1.43,2.50,0.19,0.50,0.64,0.90,0.40
scaffold_1797_phanotate_72_geneCall,0.01,0.16,0.89,0.14,0.13,0.06,0.17,0.01,0.03,0.05,8.36,0.99
scaffold_1797_phanotate_73_geneCall,0.07,1.47,0.73,1.02,0.20,0.22,0.40,0.13,0.24,0.35,5.19,0.98
scaffold_1797_phanotate_74_geneCall,0.02,0.64,0.05,0.02,0.06,0.15,0.13,0.02,0.03,0.13,8.74,1.00
scaffold_1797_phanotate_75_geneCall,0.02,0.26,0.03,0.04,0.05,0.08,0.08,0.04,0.06,0.12,9.22,1.00
scaffold_1797_phanotate_76_geneCall,0.06,0.19,0.33,0.13,0.23,0.12,0.13,0.07,0.21,1.49,7.04,0.99
scaffold_1797_phanotate_77_geneCall,0.16,0.46,0.09,0.04,0.08,0.81,0.30,0.13,0.18,0.76,7.01,0.99
scaffold_1797_phanotate_78_geneCall,0.14,6.33,0.12,0.15,0.23,0.23,0.30,0.09,0.32,1.10,1.01,0.20
scaffold_1797_phanotate_79_geneCall,0.01,0.13,0.77,0.02,0.01,0.08,0.05,0.01,0.05,0.17,8.70,1.00
scaffold_1797_phanotate_80_geneCall,0.31,0.28,0.11,0.00,0.14,0.06,0.89,0.07,0.20,1.32,6.61,0.98
scaffold_1797_phanotate_81_geneCall,2.55,0.34,0.68,0.38,0.25,0.76,1.95,0.17,0.85,1.10,0.97,0.84
scaffold_1797_phanotate_82_geneCall,0.02,0.63,0.28,0.05,0.14,1.23,0.45,0.09,0.17,0.51,6.42,0.98
scaffold_1797_phanotate_83_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.57,0.00,0.01,0.00,9.39,1.00
scaffold_1797_phanotate_84_geneCall,0.03,0.14,0.03,0.06,0.03,0.09,0.12,0.03,0.11,0.22,9.15,1.00
scaffold_1797_phanotate_85_geneCall,0.33,0.50,0.30,0.04,0.11,1.83,0.33,0.06,0.43,1.12,4.97,0.98
scaffold_1797_phanotate_86_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_87_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_88_geneCall,0.00,3.72,0.06,0.00,0.06,0.01,0.44,0.02,0.00,0.20,5.48,0.98
scaffold_1797_phanotate_89_geneCall,0.01,0.31,0.01,0.01,0.02,0.08,0.06,0.02,0.06,0.11,9.31,1.00
scaffold_1797_phanotate_90_geneCall,0.03,0.11,0.21,0.00,0.09,0.25,0.04,0.04,0.04,4.93,4.26,0.72
scaffold_1797_phanotate_91_geneCall,0.04,0.21,0.09,0.05,0.09,0.24,0.08,0.03,0.10,1.19,7.88,0.99
scaffold_1797_phanotate_92_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,9.72,1.00
scaffold_1797_phanotate_93_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
scaffold_1797_phanotate_94_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
scaffold_1797_phanotate_95_geneCall,0.08,0.75,0.14,0.08,0.38,1.58,0.33,0.09,0.29,0.28,6.00,0.98
scaffold_1797_phanotate_96_geneCall,0.20,0.18,0.30,0.15,0.78,2.16,0.18,0.05,0.22,2.33,3.46,0.97
scaffold_1797_phanotate_97_geneCall,0.00,0.01,0.00,0.00,1.33,0.08,0.00,0.00,0.02,0.01,8.57,1.00
scaffold_1797_phanotate_98_geneCall,0.22,1.35,0.82,0.22,0.17,2.88,0.82,0.13,0.65,0.21,2.54,0.83
scaffold_1797_phanotate_99_geneCall,0.33,1.04,2.17,0.39,0.59,0.79,0.89,0.70,0.39,0.88,1.85,0.72
scaffold_1797_phanotate_100_geneCall,0.53,0.97,1.12,0.29,0.59,0.52,1.46,0.28,1.04,0.62,2.59,0.96
scaffold_1797_phanotate_101_geneCall,0.05,1.68,0.17,0.16,0.12,1.44,0.15,0.07,0.04,2.86,3.26,0.97
scaffold_1797_phanotate_102_geneCall,0.08,0.36,0.22,0.11,0.28,0.28,1.15,0.08,0.44,1.72,5.26,0.98
scaffold_1797_phanotate_103_geneCall,0.13,1.14,0.21,0.23,0.25,0.54,0.83,0.17,2.39,1.51,2.59,0.96
scaffold_1797_phanotate_104_geneCall,0.08,1.31,0.09,0.06,0.17,1.15,0.34,0.09,0.43,0.54,5.74,0.98
scaffold_1797_phanotate_105_geneCall,0.00,0.00,0.00,0.00,0.01,0.07,0.03,0.00,0.00,8.30,1.60,0.93
scaffold_1797_phanotate_106_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
scaffold_1797_phanotate_107_geneCall,0.03,3.67,0.07,0.04,0.21,0.10,0.29,0.03,0.08,0.09,5.39,0.98
scaffold_1797_phanotate_108_geneCall,0.20,0.96,0.53,0.11,0.23,0.58,0.57,0.13,0.28,0.27,6.14,0.98
scaffold_1797_phanotate_109_geneCall,0.00,0.03,0.00,0.00,0.08,0.00,0.02,0.00,0.01,0.00,9.87,1.00
