,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_1047_phanotate_55_geneCall,0.17,1.03,0.35,0.20,0.32,0.95,0.27,0.07,0.21,2.35,4.08,0.97
contig_1047_phanotate_56_geneCall,0.28,0.36,0.18,0.28,0.18,0.25,0.52,0.12,0.82,0.13,6.88,0.99
contig_1047_phanotate_57_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.06,9.87,1.00
contig_1047_phanotate_58_geneCall,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,9.95,1.00
contig_1047_phanotate_59_geneCall,0.00,0.24,0.00,0.00,0.01,0.08,0.01,0.01,0.03,0.83,8.79,1.00
contig_1047_phanotate_60_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1047_phanotate_61_geneCall,0.00,0.01,0.00,0.00,0.01,0.16,0.01,0.00,0.00,0.00,9.81,1.00
contig_1047_phanotate_62_geneCall,0.04,1.28,0.05,0.06,0.10,1.35,0.11,0.08,0.16,0.60,6.18,0.98
contig_1047_phanotate_63_geneCall,0.00,0.01,0.00,0.00,0.00,0.24,0.01,0.00,0.01,0.08,9.65,1.00
contig_1047_phanotate_64_geneCall,0.00,0.03,0.06,0.01,0.01,0.00,0.01,0.00,0.00,0.02,9.86,1.00
contig_1047_phanotate_65_geneCall,0.00,0.02,0.01,0.00,0.03,0.02,0.11,0.00,0.02,0.01,9.77,1.00
contig_1047_phanotate_66_geneCall,0.16,0.16,0.00,0.05,0.01,1.81,0.00,0.00,0.01,1.01,6.80,0.98
contig_1047_phanotate_67_geneCall,0.02,0.55,0.11,0.02,0.05,0.24,0.10,0.04,0.13,0.12,8.61,1.00
contig_1047_phanotate_68_geneCall,0.01,0.01,0.01,0.00,0.04,0.24,0.12,0.05,0.06,0.01,9.45,1.00
contig_1047_phanotate_69_geneCall,0.02,2.95,0.05,0.02,0.03,0.11,0.11,0.03,0.02,0.11,6.55,0.98
contig_1047_phanotate_70_geneCall,0.12,0.61,0.08,0.24,0.10,0.21,0.18,0.05,0.29,0.22,7.90,0.99
contig_1047_phanotate_71_geneCall,0.50,1.38,0.43,1.23,0.35,0.45,1.05,0.18,0.50,0.96,2.98,0.96
contig_1047_phanotate_72_geneCall,0.01,1.10,0.00,0.01,0.01,0.18,0.06,0.02,0.03,0.04,8.55,1.00
contig_1047_phanotate_73_geneCall,0.08,0.62,0.16,0.13,0.23,0.23,0.37,0.07,0.13,0.68,7.30,0.99
contig_1047_phanotate_74_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,9.98,1.00
contig_1047_phanotate_75_geneCall,0.10,0.25,0.10,0.05,0.06,0.16,0.22,0.11,0.28,0.12,8.55,0.99
contig_1047_phanotate_76_geneCall,0.04,0.22,0.05,0.05,0.07,0.05,0.15,0.05,0.18,0.02,9.12,1.00
contig_1047_phanotate_77_geneCall,0.13,0.30,0.03,0.04,0.04,0.03,0.11,0.03,0.28,0.71,8.31,0.99
contig_1047_phanotate_78_geneCall,0.00,0.01,0.00,0.00,0.03,0.00,0.02,0.00,0.02,1.41,8.52,0.99
contig_1047_phanotate_79_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1048_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1048_phanotate_2_geneCall,0.26,1.24,0.49,0.45,0.50,0.85,1.25,0.72,0.44,0.75,3.05,0.96
contig_1048_phanotate_3_geneCall,0.09,0.29,0.06,0.05,0.11,0.15,0.20,0.08,0.25,0.07,8.65,1.00
contig_1048_phanotate_4_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.01,9.94,1.00
contig_1048_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1048_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1048_phanotate_7_geneCall,0.00,0.01,0.02,0.07,0.02,0.00,0.08,0.00,0.88,0.00,8.93,1.00
contig_1048_phanotate_8_geneCall,0.02,6.81,0.10,0.00,0.06,1.81,0.13,0.01,0.03,0.19,0.85,0.23
contig_1048_phanotate_9_geneCall,0.19,1.20,0.68,0.11,0.23,3.78,0.34,0.12,0.82,0.80,1.72,0.87
contig_1048_phanotate_10_geneCall,0.06,0.14,0.03,0.02,0.08,0.03,0.17,0.04,0.12,0.19,9.11,1.00
contig_1048_phanotate_11_geneCall,0.01,0.03,0.01,0.01,0.02,0.01,0.04,0.00,0.07,0.10,9.69,1.00
contig_106_phanotate_1_geneCall,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,1.00
contig_106_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_106_phanotate_3_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.03,9.93,1.00
contig_106_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_106_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_106_phanotate_6_geneCall,0.02,9.68,0.02,0.00,0.01,0.12,0.02,0.00,0.01,0.02,0.08,0.91
contig_106_phanotate_7_geneCall,1.92,0.49,0.31,0.08,0.18,0.07,0.21,0.10,0.17,1.73,4.75,0.98
contig_106_phanotate_8_geneCall,0.02,0.15,0.04,0.01,0.06,0.06,0.07,0.02,0.02,0.03,9.53,1.00
contig_106_phanotate_9_geneCall,0.74,3.15,0.10,0.08,0.08,2.08,0.27,0.05,0.30,0.07,3.08,0.09
contig_1086_phanotate_1_geneCall,0.00,0.01,0.00,0.00,0.02,0.30,0.00,0.00,0.00,0.00,9.67,1.00
contig_1086_phanotate_2_geneCall,0.00,0.01,0.00,0.00,0.01,0.12,0.03,0.00,0.03,0.02,9.78,1.00
contig_1086_phanotate_3_geneCall,0.00,0.11,0.01,0.00,0.01,0.03,0.02,0.00,0.00,0.94,8.87,1.00
contig_1086_phanotate_4_geneCall,0.10,0.46,0.09,0.05,0.18,0.09,0.73,0.02,1.35,0.07,6.87,0.99
contig_1086_phanotate_5_geneCall,0.16,0.25,0.09,0.09,0.34,0.54,0.39,0.10,0.28,0.60,7.15,0.99
contig_1086_phanotate_6_geneCall,0.00,0.04,0.01,0.00,0.01,0.01,0.05,0.01,0.05,0.02,9.81,1.00
contig_1086_phanotate_7_geneCall,0.02,0.10,0.07,0.05,0.03,0.02,0.26,0.03,0.11,0.04,9.28,1.00
contig_1086_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,9.93,1.00
contig_1086_phanotate_9_geneCall,0.10,1.72,0.29,0.12,0.24,0.17,0.24,0.13,0.11,1.37,5.51,0.98
contig_1086_phanotate_10_geneCall,0.01,0.08,0.01,0.00,0.01,0.89,0.10,0.01,0.11,0.01,8.77,1.00
contig_1086_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_12_geneCall,0.31,1.04,0.28,1.20,0.33,0.33,0.39,0.30,0.30,0.25,5.28,0.98
contig_1086_phanotate_13_geneCall,0.01,0.02,0.01,0.02,0.00,0.01,0.02,0.00,0.03,0.00,9.86,1.00
contig_1086_phanotate_14_geneCall,0.00,0.08,0.00,0.00,0.01,0.31,0.01,0.00,0.07,1.15,8.36,0.99
contig_1086_phanotate_15_geneCall,0.04,0.23,0.05,0.01,0.09,0.10,0.16,0.03,0.11,0.23,8.95,1.00
contig_1086_phanotate_16_geneCall,0.01,0.03,0.01,0.00,0.01,5.17,0.02,0.01,0.06,0.04,4.64,0.94
contig_1086_phanotate_17_geneCall,0.02,0.13,0.15,0.03,0.05,0.02,0.21,0.03,0.04,0.19,9.12,1.00
contig_1086_phanotate_18_geneCall,0.01,0.10,0.10,0.02,0.04,0.02,0.15,0.02,0.03,0.17,9.35,1.00
contig_1086_phanotate_19_geneCall,0.01,0.03,0.01,0.00,0.01,5.17,0.02,0.01,0.06,0.04,4.64,0.94
contig_1086_phanotate_20_geneCall,0.08,0.46,0.10,0.05,0.20,0.39,0.32,0.09,0.28,0.79,7.23,0.99
contig_1086_phanotate_21_geneCall,0.01,0.02,0.01,0.02,0.00,0.01,0.02,0.00,0.03,0.00,9.86,1.00
contig_1086_phanotate_22_geneCall,0.31,1.04,0.28,1.20,0.33,0.33,0.39,0.30,0.30,0.25,5.28,0.98
contig_1086_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_24_geneCall,0.18,1.11,0.21,0.54,0.24,2.30,0.53,0.09,0.38,0.10,4.32,0.97
contig_1086_phanotate_25_geneCall,0.10,1.72,0.29,0.12,0.24,0.17,0.24,0.13,0.11,1.37,5.51,0.98
contig_1086_phanotate_26_geneCall,0.04,0.45,1.01,0.06,0.11,0.70,0.26,0.04,0.07,1.80,5.45,0.98
contig_1086_phanotate_27_geneCall,0.00,0.06,0.03,0.00,0.06,0.01,0.04,0.00,0.01,0.01,9.78,1.00
contig_1086_phanotate_28_geneCall,0.00,0.05,0.02,0.00,0.04,0.01,0.08,0.00,0.01,0.01,9.79,1.00
contig_1086_phanotate_29_geneCall,0.04,0.45,1.01,0.06,0.11,0.70,0.26,0.04,0.07,1.80,5.45,0.98
contig_1086_phanotate_30_geneCall,0.10,1.72,0.29,0.12,0.24,0.17,0.24,0.13,0.11,1.37,5.51,0.98
contig_1086_phanotate_31_geneCall,0.18,1.11,0.21,0.54,0.24,2.30,0.53,0.09,0.38,0.10,4.32,0.97
contig_1086_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_33_geneCall,0.31,1.04,0.28,1.20,0.33,0.33,0.39,0.30,0.30,0.25,5.28,0.98
contig_1086_phanotate_34_geneCall,0.01,0.02,0.01,0.02,0.00,0.01,0.02,0.00,0.03,0.00,9.86,1.00
contig_1086_phanotate_35_geneCall,0.08,0.46,0.10,0.05,0.20,0.39,0.32,0.09,0.28,0.79,7.23,0.99
contig_1086_phanotate_36_geneCall,0.01,0.03,0.01,0.00,0.01,5.17,0.02,0.01,0.06,0.04,4.64,0.94
contig_1086_phanotate_37_geneCall,0.05,0.20,0.18,0.04,0.11,0.05,0.27,0.06,0.08,0.40,8.56,1.00
contig_1086_phanotate_38_geneCall,0.07,0.19,0.36,0.05,0.09,0.04,0.39,0.07,0.33,0.76,7.65,0.99
contig_1086_phanotate_39_geneCall,0.01,1.47,0.01,0.01,0.04,0.13,0.02,0.01,0.01,0.09,8.20,0.99
contig_1086_phanotate_40_geneCall,0.00,0.03,0.00,0.00,0.01,0.95,0.01,0.00,0.03,0.77,8.20,0.99
contig_1086_phanotate_41_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.99,1.00
contig_1086_phanotate_42_geneCall,0.00,2.07,0.04,0.00,0.01,0.00,0.45,0.00,0.02,0.00,7.40,0.99
contig_1086_phanotate_43_geneCall,0.00,0.02,0.00,0.00,0.01,0.05,0.02,0.00,0.00,0.05,9.84,1.00
contig_1086_phanotate_44_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_45_geneCall,0.00,3.41,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,6.57,0.98
contig_1086_phanotate_46_geneCall,0.29,0.78,0.38,1.62,0.38,0.96,0.54,0.16,0.25,1.22,3.43,0.97
contig_1086_phanotate_47_geneCall,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,0.00,9.92,1.00
contig_1086_phanotate_48_geneCall,0.02,0.16,0.05,0.02,0.19,0.21,0.31,0.03,0.12,0.98,7.92,0.99
contig_1086_phanotate_49_geneCall,0.00,0.04,0.01,0.00,0.11,0.03,0.03,0.00,0.01,0.17,9.60,1.00
contig_1086_phanotate_50_geneCall,0.00,0.01,0.00,0.00,0.01,0.26,0.00,0.00,0.02,0.00,9.69,1.00
contig_1086_phanotate_51_geneCall,0.01,0.07,0.37,0.00,0.02,0.01,0.01,0.01,0.01,0.21,9.27,1.00
contig_1086_phanotate_52_geneCall,0.05,1.75,0.06,0.04,0.11,0.54,0.64,0.05,0.19,0.26,6.31,0.98
contig_1086_phanotate_53_geneCall,0.00,0.29,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.67,1.00
contig_1086_phanotate_54_geneCall,0.05,0.07,0.03,0.00,0.06,0.02,0.65,0.02,0.03,0.08,8.99,1.00
contig_1086_phanotate_55_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.00,9.96,1.00
contig_1086_phanotate_56_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_57_geneCall,0.01,1.85,0.04,0.01,0.12,0.04,0.24,0.01,0.01,0.02,7.65,0.99
contig_1086_phanotate_58_geneCall,0.00,0.04,0.07,0.00,0.00,0.02,0.03,0.00,0.02,0.09,9.73,1.00
contig_1086_phanotate_59_geneCall,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,9.93,1.00
contig_1086_phanotate_60_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,9.84,1.00
contig_1086_phanotate_61_geneCall,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,9.92,1.00
contig_1086_phanotate_62_geneCall,0.07,0.19,0.36,0.05,0.09,0.04,0.39,0.07,0.33,0.76,7.65,0.99
contig_1086_phanotate_63_geneCall,0.05,0.20,0.18,0.04,0.11,0.05,0.27,0.06,0.08,0.40,8.56,1.00
contig_1086_phanotate_64_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_65_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_66_geneCall,0.00,0.06,0.02,0.01,0.03,0.03,0.07,0.01,0.01,0.01,9.76,1.00
contig_1086_phanotate_67_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.24,8.72,1.00
contig_1086_phanotate_68_geneCall,0.00,0.03,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,9.94,1.00
contig_1086_phanotate_69_geneCall,0.15,0.04,0.07,0.00,0.00,0.23,0.02,0.02,0.17,0.28,9.02,1.00
contig_1086_phanotate_70_geneCall,0.01,0.04,0.02,0.01,0.02,0.02,0.07,0.01,0.09,0.07,9.65,1.00
contig_1086_phanotate_71_geneCall,0.00,0.01,0.00,0.00,0.01,0.06,0.01,0.00,0.04,2.25,7.62,0.99
contig_1086_phanotate_72_geneCall,0.07,0.19,0.36,0.05,0.09,0.04,0.39,0.07,0.33,0.76,7.65,0.99
contig_1086_phanotate_73_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1086_phanotate_74_geneCall,0.00,0.03,0.00,0.00,0.01,0.73,0.01,0.00,0.03,0.71,8.47,0.99
contig_1086_phanotate_75_geneCall,0.03,0.14,0.00,0.00,0.01,0.06,0.04,0.01,0.04,0.05,9.61,1.00
contig_1086_phanotate_76_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,9.97,1.00
contig_1086_phanotate_77_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1086_phanotate_78_geneCall,0.00,0.04,0.00,0.00,0.01,0.02,0.01,0.00,0.02,0.03,9.87,1.00
contig_1086_phanotate_79_geneCall,0.05,0.07,0.08,0.03,0.02,0.04,0.07,0.05,0.10,0.08,9.42,1.00
contig_1086_phanotate_80_geneCall,0.62,0.71,0.18,0.12,0.32,1.10,1.13,0.10,0.22,0.48,5.02,0.98
contig_1086_phanotate_81_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1086_phanotate_82_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.97,1.00
contig_1086_phanotate_83_geneCall,0.00,0.00,0.18,0.00,0.01,0.00,0.01,0.00,0.00,0.18,9.62,1.00
contig_1086_phanotate_84_geneCall,0.09,0.06,0.02,0.11,0.31,0.04,1.21,0.02,0.03,1.07,7.04,0.99
contig_1086_phanotate_85_geneCall,0.00,0.01,0.01,0.00,0.02,0.00,0.03,0.02,0.00,0.04,9.86,1.00
contig_1091_phanotate_1_geneCall,0.05,0.71,0.13,0.03,0.10,0.12,0.18,0.06,0.10,0.59,7.93,0.99
contig_1091_phanotate_2_geneCall,0.18,1.11,0.21,0.54,0.24,2.30,0.53,0.09,0.38,0.10,4.32,0.97
contig_1091_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1091_phanotate_4_geneCall,0.29,0.80,0.26,1.48,0.35,0.29,0.34,0.21,0.32,0.27,5.39,0.98
contig_1091_phanotate_5_geneCall,0.05,0.31,0.07,0.02,0.10,0.26,0.26,0.07,0.27,0.07,8.52,0.99
contig_1091_phanotate_6_geneCall,0.47,0.71,0.28,0.20,0.22,0.45,0.34,0.18,0.26,1.75,5.14,0.98
contig_1091_phanotate_7_geneCall,0.06,0.18,0.19,0.05,0.16,0.07,0.33,0.05,0.21,0.77,7.94,0.99
contig_1091_phanotate_8_geneCall,0.07,0.19,0.36,0.05,0.09,0.04,0.39,0.07,0.33,0.76,7.65,0.99
contig_1091_phanotate_9_geneCall,0.00,0.99,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,8.98,1.00
contig_1091_phanotate_10_geneCall,0.00,0.01,0.00,0.00,0.01,0.14,0.00,0.00,0.04,0.30,9.49,1.00
contig_1091_phanotate_11_geneCall,0.00,0.01,0.06,0.00,0.00,0.00,0.01,0.00,0.01,0.05,9.84,1.00
contig_1091_phanotate_12_geneCall,0.07,0.45,0.25,0.11,0.33,0.75,0.36,0.08,0.24,0.25,7.12,0.99
contig_1091_phanotate_13_geneCall,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1091_phanotate_14_geneCall,0.11,0.11,0.03,0.01,0.03,0.25,0.04,0.02,0.05,1.97,7.38,0.99
contig_1091_phanotate_15_geneCall,0.00,0.02,0.00,0.00,0.01,0.01,0.02,0.00,0.02,0.01,9.92,1.00
contig_1091_phanotate_16_geneCall,0.23,1.52,0.95,0.29,0.66,0.56,0.52,0.50,0.25,0.66,3.86,0.97
contig_1091_phanotate_17_geneCall,0.03,0.17,0.04,0.07,0.21,0.10,0.17,0.05,0.18,0.27,8.72,1.00
contig_1091_phanotate_18_geneCall,0.14,0.54,0.14,0.14,0.10,1.20,0.21,0.12,0.26,0.15,6.98,0.99
contig_1091_phanotate_19_geneCall,0.02,0.14,0.71,0.01,0.08,0.02,0.14,0.08,0.01,2.16,6.64,0.98
contig_1091_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_1091_phanotate_21_geneCall,0.11,0.53,0.04,0.02,0.05,0.12,0.18,0.01,0.47,0.99,7.48,0.99
contig_1091_phanotate_22_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1091_phanotate_23_geneCall,0.01,0.04,0.04,0.01,0.03,0.01,0.33,0.01,0.09,0.01,9.42,1.00
contig_1091_phanotate_24_geneCall,0.07,0.61,0.13,0.09,0.17,0.27,0.41,0.05,0.13,0.13,7.93,0.99
contig_1091_phanotate_25_geneCall,0.03,0.11,0.05,0.04,0.04,0.36,0.05,0.01,0.05,0.30,8.95,1.00
contig_1091_phanotate_26_geneCall,0.00,0.12,0.00,0.00,0.16,0.81,0.03,0.01,0.05,0.43,8.38,0.99
contig_1091_phanotate_27_geneCall,0.03,0.10,0.02,0.14,0.06,0.19,0.13,0.04,0.24,0.09,8.96,1.00
contig_1091_phanotate_28_geneCall,0.31,0.91,0.42,0.26,0.40,0.51,0.84,0.22,0.38,0.58,5.18,0.98
contig_1091_phanotate_29_geneCall,0.05,0.19,0.46,0.03,0.48,0.12,0.27,0.07,0.10,2.89,5.34,0.98
contig_1091_phanotate_30_geneCall,0.02,0.21,0.16,0.09,0.04,0.04,0.15,0.06,0.24,0.39,8.61,1.00
contig_1091_phanotate_31_geneCall,0.02,0.03,0.01,0.06,0.06,0.05,0.05,0.01,0.04,0.64,9.03,1.00
contig_1091_phanotate_32_geneCall,0.00,0.06,0.04,0.02,0.04,0.05,0.04,0.01,0.04,0.05,9.65,1.00
contig_1091_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.99,1.00
contig_1091_phanotate_34_geneCall,0.01,0.07,0.01,0.06,0.63,0.07,0.57,0.00,0.03,1.31,7.23,0.99
contig_1091_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1091_phanotate_36_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.03,0.00,0.01,3.15,6.77,0.98
contig_1091_phanotate_37_geneCall,0.03,0.06,0.07,0.03,0.08,0.05,0.12,0.02,0.16,0.14,9.24,1.00
contig_1091_phanotate_38_geneCall,0.00,0.02,0.03,0.00,0.01,0.00,0.08,0.00,0.03,2.50,7.32,0.99
contig_1091_phanotate_39_geneCall,0.02,0.09,0.03,0.01,0.14,0.08,0.13,0.02,0.06,0.18,9.25,1.00
contig_1091_phanotate_40_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1091_phanotate_41_geneCall,0.21,0.59,0.63,0.50,0.53,0.67,2.70,0.51,0.94,0.34,2.39,0.42
contig_1091_phanotate_42_geneCall,0.63,0.31,0.73,0.34,0.33,0.29,3.17,0.13,0.85,0.87,2.36,0.47
contig_1091_phanotate_43_geneCall,0.00,0.03,0.07,0.01,0.03,0.02,9.69,0.00,0.11,0.01,0.03,0.98
contig_1091_phanotate_44_geneCall,0.19,0.23,0.12,0.77,0.34,0.15,0.33,0.11,0.19,0.20,7.36,0.99
contig_1091_phanotate_45_geneCall,0.01,0.04,0.03,0.03,2.71,0.02,0.35,0.01,0.03,0.03,6.74,0.98
contig_1091_phanotate_46_geneCall,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
contig_1091_phanotate_47_geneCall,0.35,0.80,0.43,0.16,0.32,1.23,1.05,0.36,0.23,0.72,4.37,0.98
contig_1091_phanotate_48_geneCall,0.00,0.07,0.00,0.00,0.02,0.00,0.02,0.00,0.01,0.02,9.86,1.00
contig_1091_phanotate_49_geneCall,0.01,0.15,0.02,0.02,0.03,0.20,0.07,0.02,0.08,0.18,9.23,1.00
contig_1091_phanotate_50_geneCall,1.16,2.48,0.68,0.10,0.62,0.49,2.34,0.21,0.49,0.22,1.22,0.08
contig_1091_phanotate_51_geneCall,0.03,0.34,0.14,0.08,0.08,0.09,0.28,0.09,0.16,1.19,7.52,0.99
contig_1091_phanotate_52_geneCall,0.07,1.12,0.40,2.66,0.69,0.27,1.28,0.19,0.11,0.05,3.17,0.97
contig_1091_phanotate_53_geneCall,0.00,0.07,0.04,0.00,0.21,0.88,0.20,0.01,0.04,5.66,2.88,0.80
contig_1091_phanotate_54_geneCall,0.03,0.98,0.01,0.01,0.04,0.16,0.23,0.02,0.07,1.34,7.12,0.99
contig_1091_phanotate_55_geneCall,0.04,0.05,0.05,0.09,0.22,0.15,0.15,0.03,0.14,0.11,8.96,1.00
contig_1091_phanotate_56_geneCall,0.34,1.00,0.48,0.27,0.69,0.69,1.01,0.21,0.56,1.14,3.59,0.97
contig_1091_phanotate_57_geneCall,1.58,0.62,0.40,0.19,0.24,3.69,0.45,0.85,0.21,0.41,1.35,0.87
contig_1091_phanotate_58_geneCall,0.63,0.09,0.63,2.46,0.03,0.68,1.88,0.01,0.04,1.09,2.45,0.58
contig_1092_phanotate_1_geneCall,0.06,0.24,0.19,0.10,0.12,0.20,0.30,0.07,0.09,0.36,8.28,0.99
contig_1092_phanotate_2_geneCall,0.00,0.04,0.02,0.00,0.00,0.02,0.02,0.01,0.00,0.08,9.79,1.00
contig_1092_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_1092_phanotate_4_geneCall,0.00,0.01,0.18,0.01,0.02,0.06,0.22,0.00,0.01,0.56,8.94,1.00
contig_1092_phanotate_5_geneCall,0.00,0.01,0.01,0.00,0.01,0.03,0.03,0.00,0.01,0.01,9.88,1.00
contig_1092_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1092_phanotate_7_geneCall,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,9.95,1.00
contig_1092_phanotate_8_geneCall,0.09,7.13,0.11,0.02,0.04,0.22,0.14,0.03,0.07,0.19,1.97,0.24
contig_1092_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1092_phanotate_10_geneCall,0.04,0.31,0.13,0.04,0.19,0.16,0.20,0.04,0.13,0.53,8.24,0.99
contig_1092_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,9.98,1.00
contig_1092_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1092_phanotate_13_geneCall,0.36,0.42,1.61,1.00,0.57,0.48,0.51,0.19,0.43,0.67,3.77,0.97
contig_1092_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_1092_phanotate_15_geneCall,0.01,0.13,0.02,0.02,0.02,0.52,0.06,0.01,0.06,1.00,8.16,0.99
contig_1092_phanotate_16_geneCall,0.02,0.16,0.03,0.01,0.13,0.08,0.06,0.00,0.02,5.00,4.49,0.73
contig_1092_phanotate_17_geneCall,1.21,0.31,0.24,0.54,0.78,1.74,1.48,0.10,0.49,0.30,2.80,0.96
contig_1092_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_1092_phanotate_19_geneCall,0.05,0.16,0.12,0.03,0.10,0.13,0.14,0.07,0.17,0.74,8.30,0.99
contig_1092_phanotate_20_geneCall,0.23,1.52,0.95,0.29,0.66,0.56,0.52,0.50,0.25,0.66,3.86,0.97
contig_1092_phanotate_21_geneCall,0.00,0.02,0.00,0.00,0.02,0.02,0.02,0.00,0.03,2.80,7.08,0.99
contig_1092_phanotate_22_geneCall,0.00,0.08,0.35,0.07,0.18,0.01,0.06,0.00,0.01,0.12,9.11,1.00
contig_1092_phanotate_23_geneCall,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,9.90,1.00
