Genome	Flye.length	Flye.cov	Flye.circ	IsPhage	Vibrant.prediction	Vibrant.type	Vibrant.Quality	Phaster.COMPLETENESS.score	Phaster.SPECIFIC_KEYWORD	Phaster.TOTAL_PROTEIN_NUM	Phaster.PHAGE_HIT_PROTEIN_NUM	Phaster.MOST_COMMON_PHAGE_NAME.hit_genes_count	vHulk.pred	VC	VC.Status	VC.Size	VC.Subcluster	VC.Subcluster.Size	VC.Quality	VC.members			virusTax	jtHost	crisprhit	mattInfo	bonillaInfo	CrisprDB
contig_900	631	121	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_902	40418	50	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_907	41926	51	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_910	979	260	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_912	25821	55	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_913	9719	33	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_914	10980	39	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_915	5126	87	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_917	2976	38	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_918	53640	125	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_919	12706	13	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_92	534	886	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_920	6831	11	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_921	9713	63	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_927	788	91	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_928	533	155	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_93	646	435	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_933	526	23	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_938	33577	26	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_939	638	192	Y	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_940	4199	10	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_941	1136	51	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_942	3858	222	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_946	513	897	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_948	23317	65	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_950	524	90	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_951	559	921	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_952	560	930	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_953	529	930	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_96	525	547	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_963	972	938	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_971	1012	19	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_973	1108	954	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_974	726	39	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_975	2382	3	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_977	2448	1095	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_981	1178	919	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_984	39876	31	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_994	543	35	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_995	516	33	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_998	623	34	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
scaffold_2532	120859	82	N	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1037	324939	147	N	FALSE	organism	NA	NA	incomplete(20)	tail	6	6	PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Bacill_AR9_NC_031039(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Bacill_PBS1_NC_043027(1),PHAGE_Bacill_G_NC_023719(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2144	6253	8	N	FALSE	organism	NA	NA	incomplete(50)	plate,integrase	11	6	PHAGE_Entero_mEp390_NC_019721(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Entero_SfV_NC_003444(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2508	10834	11	N	FALSE	organism	lysogenic	low quality draft	incomplete(40)	integrase	9	6	PHAGE_Entero_P4_NC_001609(2),PHAGE_Proteu_VB_PmiS_Isfahan_NC_041925(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Strept_TP_778L_NC_022776(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Strept_TG1_NC_018853(1),PHAGE_Shewan_1/41_NC_025458(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Pseudo_PS_1_NC_029066(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2777	28519	79	N	FALSE	organism	lysogenic	low quality draft	incomplete(30)	integrase	9	6	PHAGE_Lactob_jlb1_NC_024206(3),PHAGE_Lactob_KC5a_NC_007924(3),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Lister_A118_NC_003216(1),PHAGE_Lister_vB_LmoS_293_NC_028929(1),PHAGE_Lister_A500_NC_009810(1),PHAGE_Lactob_LL_H_NC_009554(1),PHAGE_Lister_2389_NC_003291(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lister_vB_LmoS_188_NC_028871(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lister_A006_NC_009815(1),PHAGE_Lister_LP_030_3_NC_024384(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_Lv_1_NC_011801(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1584	17068	29	N	FALSE	organism	NA	NA	incomplete(20)	virion	10	7	PHAGE_Bacill_G_NC_023719(2),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Ralsto_RP12_NC_041911(1),PHAGE_Vibrio_Ceto_NC_042094(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Pseudo_nickie_NC_042091(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Vibrio_pVp_1_NC_019529(1),PHAGE_Rhizob_RHEph10_NC_034248(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Erwini_vB_EamM_EarlPhillipIV_NC_031007(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2802	60183	79	N	FALSE	organism	NA	NA	incomplete(30)	protease	14	9	PHAGE_Bacill_AR9_NC_031039(2),PHAGE_Lactoc_phiL47_NC_023574(2),PHAGE_Yersin_phiR1_37_NC_016163(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Mycoba_Squirty_NC_026588(1),PHAGE_Mycoba_Phrann_NC_031266(1),PHAGE_Mycoba_Redi_NC_023730(1),PHAGE_Erwini_vB_EamM_Deimos_Minion_NC_041972(1),PHAGE_Bacill_PBS1_NC_043027(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Erwini_vB_EamM_Desertfox_NC_042098(1),PHAGE_Mycoba_Xeno_NC_031243(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2754	65733	90	N	FALSE	organism	NA	NA	incomplete(60)	plate,tail	14	11	PHAGE_Staphy_6ec_NC_024355(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Pectob_CBB_NC_041878(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Coryne_Darwin_NC_042086(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Serrat_BF_NC_041917(1),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Coryne_C3PO_NC_042085(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Coryne_Zion_NC_042087(1),PHAGE_Yersin_fHe_Yen9_04_NC_042116(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Bacill_SIOphi_NC_042133(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_3023	7063	16	Y	FALSE	organism	NA	NA	incomplete(50)	integrase	12	11	PHAGE_Entero_P4_NC_001609(1),PHAGE_Prochl_P_SSM7_NC_015290(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_AUEF3_NC_042134(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Sulfol_YNP1_NC_029027(1),PHAGE_Haemop_HP1_NC_001697(1),PHAGE_Thalas_BA3_NC_009990(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1684	24244	35	N	FALSE	organism	NA	NA	questionable(80)	plate	21	15	PHAGE_Bacill_SP_10_NC_019487(2),PHAGE_Bacill_SIOphi_NC_042133(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Rhodoc_REQ2_NC_016652(1),PHAGE_Gordon_Gsput1_NC_030932(1),PHAGE_Rhodoc_RGL3_NC_016650(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacill_SPG24_NC_030903(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Lactoc_WRP3_NC_027341(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1710	9638	10	N	FALSE	organism	NA	NA	incomplete(30)	plate	15	15	PHAGE_Entero_ECP3_NC_027335(2),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Mycoba_Dusk_NC_029079(1),PHAGE_Coryne_Darwin_NC_042086(1),PHAGE_Mycoba_Contagion_NC_022065(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Coryne_P1201_NC_009816(1),PHAGE_Brocho_A9_NC_015253(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Coryne_C3PO_NC_042085(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Coryne_Zion_NC_042087(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_SirDuracell_NC_041987(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Mycoba_Mindy_NC_029093(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Bacill_SIOphi_NC_042133(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_2838	18902	15	Y	FALSE	organism	lysogenic	low quality draft	intact(150)	integrase,plate,tail	48	19	PHAGE_Entero_HK97_NC_002167(2),PHAGE_Shigel_SfIV_NC_022749(2),PHAGE_Entero_HK106_NC_019768(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Escher_P2_NC_041848(2),PHAGE_Escher_pro483_NC_028943(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Entero_lambda_NC_001416(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Cronob_02_NC_028672(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Cronob_CR3_NC_017974(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
contig_1948	69610	48	N	FALSE	organism	lysogenic	low quality draft	intact(150)	integrase,transposase,tail	60	35	PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(4),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(4),PHAGE_Entero_lambda_NC_001416(4),PHAGE_Phage_Gifsy_2_NC_010393(4),PHAGE_Entero_DE3_NC_042057(3),PHAGE_Phage_Gifsy_1_NC_010392(3),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(3),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Acinet_YMC11/11/R3177_NC_041866(2),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Entero_mEp460_NC_019716(2),PHAGE_Entero_cdtI_NC_009514(2),PHAGE_Entero_HK630_NC_019723(2),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Cellul_phi18:1_NC_021790(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Pectob_My1_NC_018837(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Cellul_phi18:3_NC_021794(1),PHAGE_Acinet_phiAB1_NC_028675(1),PHAGE_Shigel_Ss_VASD_NC_028685(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Entero_HK022_NC_002166(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Entero_phi92_NC_023693(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Bacter_Sitara_NC_028854(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Bacter_Diva_NC_028788(1),PHAGE_Entero_HK97_NC_002167(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Salmon_g341c_NC_013059(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Pectob_CBB_NC_041878(1),PHAGE_Mycoba_Sneeze_NC_031102(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Burkho_phiE12_2_NC_009236(1),PHAGE_Synech_S_CBS2_NC_015463(1),PHAGE_Burkho_Bcep1_NC_005263(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Klebsi_vB_Kpn_IME260_NC_041899(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Acinet_Petty_NC_023570(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Thalas_BA3_NC_009990(1)	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1031	10306	5	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1210	8328	22	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1371	5250	32	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1432	4375	21	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1456	4802	27	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_1473	6011	5	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_158	8672	69	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2102	7277	35	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2121	5517	7	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_219	7495	7	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2238	4284	9	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2485	5384	30	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2795	7775	21	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_2876	5148	26	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3014	6451	15	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3080	4121	7	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3300	3803	174	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3559	3666	56	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_373	2468	35	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_3749	5127	23	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4128	4632	30	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4434	6494	10	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4479	2235	40	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4542	4271	18	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_461	4709	46	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4625	5741	4	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4766	8618	11	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
circular_pair_4771	7339	43	Y	FALSE	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		#VALUE!			NA	NA	NA	NA
