CONTIG	REGION	REGION_LENGTH	COMPLETENESS(score)	SPECIFIC_KEYWORD	REGION_POSITION	TRNA_NUM	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	HYPOTHETICAL_PROTEIN_NUM	PHAGE+HYPO_PROTEIN_PERCENTAGE	BACTERIAL_PROTEIN_NUM	ATT_SITE_SHOWUP	PHAGE_SPECIES_NUM	MOST_COMMON_PHAGE_NAME(hit_genes_count)	FIRST_MOST_COMMON_PHAGE_NUM	FIRST_MOST_COMMON_PHAGE_PERCENTAGE	GC_PERCENTAGE
>contig_1833	1	10.9Kb	incomplete(20)	integrase	633-11585	0	22	15	7	100%	0	yes	6	PHAGE_Lactob_LL_H_NC_009554(4),PHAGE_Entero_phiFL3A_NC_013648(2),PHAGE_Lactob_jlb1_NC_024206(2),PHAGE_Lactob_KC5a_NC_007924(2),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Entero_phiFL1A_NC_013646(2),PHAGE_Lactob_phiAQ113_NC_019782(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Staphy_80alpha_NC_009526(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Brocho_NF5_NC_015252(1),PHAGE_Bacill_phi4B1_NC_028886(1),PHAGE_Brocho_BL3_NC_015254(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Entero_phiFL2A_NC_013643(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Lactoc_bIL309_NC_002668(1),PHAGE_Strept_O1205_NC_004303(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Entero_vB_IME197_NC_028671(1),PHAGE_Staphy_69_NC_007048(1)	6	18.18%	34.92%
>contig_2055	1	6.6Kb	incomplete(30)	tail,lysin	84-6759	0	16	7	9	100%	0	no	3	PHAGE_Lactob_KC5a_NC_007924(4),PHAGE_Lactob_phiAQ113_NC_019782(3),PHAGE_Lactob_jlb1_NC_024206(3),PHAGE_Lactob_Lj771_NC_010179(3),PHAGE_Strept_EJ_1_NC_005294(2),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lactob_Lv_1_NC_011801(1)	5	25%	39.47%
>contig_2055	2	6.9Kb	incomplete(10)	NA	7949-14891	0	17	7	10	100%	0	no	4	PHAGE_Lactob_phiadh_NC_000896(3),PHAGE_Lactob_KC5a_NC_007924(3),PHAGE_Lactob_jlb1_NC_024206(2),PHAGE_Lactob_Lj771_NC_010179(2),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Lactob_phiAQ113_NC_019782(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Lactoc_WRP3_NC_027341(1)	3	17.64%	36.24%
>contig_2233	1	25.8Kb	intact(110)	integrase,tail,plate	277-26161	0	39	29	10	100%	0	no	15	PHAGE_Vibrio_12A4_NC_021068(3),PHAGE_Haemop_Aaphi23_NC_004827(3),PHAGE_Entero_P1_NC_005856(3),PHAGE_Salmon_BP63_NC_031250(3),PHAGE_Aggreg_S1249_NC_013597(3),PHAGE_Erwini_phiEt88_NC_015295(2),PHAGE_Phage_Gifsy_2_NC_010393(2),PHAGE_Salmon_SJ46_NC_031129(2),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Entero_Tyrion_NC_031077(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Shigel_Sf6_NC_005344(1),PHAGE_Gordon_Nymphadora_NC_031061(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Vibrio_SHOU24_NC_023569(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Vibrio_VvAW1_NC_020488(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Pectob_ZF40_NC_019522(1),PHAGE_Entero_EFC_1_NC_025453(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Entero_fiAA91_ss_NC_022750(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Prochl_P_SSM7_NC_015290(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Entero_phiFL2A_NC_013643(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Clostr_phiCT9441A_NC_029022(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Escher_PA28_NC_041935(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Pseudo_PS_1_NC_029066(1)	7	7.69%	34.03%
>contig_2508	1	5.1Kb	incomplete(40)	integrase	2914-8033	0	9	6	3	100%	0	no	2	PHAGE_Entero_P4_NC_001609(2),PHAGE_Proteu_VB_PmiS_Isfahan_NC_041925(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Strept_TP_778L_NC_022776(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Strept_TG1_NC_018853(1),PHAGE_Shewan_1/41_NC_025458(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Pseudo_PS_1_NC_029066(1)	4	22.22%	35.16%
>contig_1298	1	6.9Kb	incomplete(20)	terminase	414-7393	0	13	11	2	100%	0	no	9	PHAGE_Cronob_ENT47670_NC_019927(3),PHAGE_Endosy_APSE_1_NC_000935(2),PHAGE_Salmon_118970_sal3_NC_031940(2),PHAGE_Salmon_vB_SenS_AG11_NC_041991(1),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Klebsi_vB_Kp2_NC_028664(1),PHAGE_Entero_P22_NC_002371(1),PHAGE_Idioma_1N2_2_NC_025439(1),PHAGE_Klebsi_JD001_NC_020204(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Sodali_phiSG1_NC_007902(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Acinet_YMC_13_01_C62_NC_024785(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Haemop_SuMu_NC_019455(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Xantho_vB_XveM_DIBBI_NC_017981(1),PHAGE_Salmon_f18SE_NC_028698(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Salmon_g341c_NC_013059(1),PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670(1),PHAGE_Pseudo_H103_NC_028819(1),PHAGE_Salmon_BP12B_NC_031271(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Acinet_YMC11/12/R2315_NC_028855(1),PHAGE_Entero_UAB_Phi20_NC_031019(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Salmon_epsilon34_NC_011976(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246(1)	3	23.07%	34.57%
>contig_3159	1	5.3Kb	questionable(80)	tail	40-5381	0	13	11	2	100%	0	no	5	PHAGE_Phage_Gifsy_1_NC_010392(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_DE3_NC_042057(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_HK629_NC_019711(2),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Entero_HK630_NC_019723(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Escher_Rtp_NC_007603(1),PHAGE_Haemop_HP1_NC_001697(1)	5	23.07%	35.44%
>contig_1640	1	8.1Kb	incomplete(10)	NA	422-8584	0	21	11	10	100%	0	no	7	PHAGE_Entero_phi80_NC_021190(2),PHAGE_Entero_HK225_NC_019717(2),PHAGE_Vibrio_X29_NC_024369(2),PHAGE_Psychr_pOW20_A_NC_020841(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_HK544_NC_019767(1),PHAGE_Entero_mEp234_NC_019715(1),PHAGE_Pseudo_phiPto_bp6g_NC_023718(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Cronob_phiES15_NC_018454(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Shewan_3/49_NC_025466(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Salmon_g341c_NC_013059(1),PHAGE_Verruc_P8625_NC_029047(1),PHAGE_Lellio_phD2B_NC_025450(1),PHAGE_Klebsi_vB_KpnP_KpV41_NC_028670(1),PHAGE_Klebsi_vB_KpnM_KpV79_NC_042041(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Salmon_vB_SenS_Ent3_NC_024204(1),PHAGE_Escher_TL_2011c_NC_019442(1),PHAGE_Salmon_SP_031_NC_021775(1),PHAGE_Cyanop_MED4_117_NC_020857(1),PHAGE_Salmon_SEN22_NC_028696(1),PHAGE_Klebsi_vB_KpnM_KpV52_NC_041900(1),PHAGE_Salmon_epsilon34_NC_011976(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Klebsi_vB_KpnP_KpV71_NC_031246(1),PHAGE_Entero_ES18_NC_006949(1),PHAGE_Prochl_MED4_184_NC_020847(1)	3	9.52%	35.94%
>contig_1952	1	11.4Kb	intact(150)	tail,head,terminase	79-11563	0	21	21	0	100%	0	no	7	PHAGE_Entero_HK446_NC_019714(5),PHAGE_Salmon_118970_sal3_NC_031940(5),PHAGE_Escher_HK75_NC_016160(5),PHAGE_Entero_mEpX1_NC_019709(4),PHAGE_Cronob_ENT39118_NC_019934(3),PHAGE_Salmon_ST64B_NC_004313(2),PHAGE_Entero_mEp235_NC_019708(2),PHAGE_Shigel_SfIV_NC_022749(2),PHAGE_Entero_HK022_NC_002166(2),PHAGE_Entero_HK106_NC_019768(2),PHAGE_Entero_HK544_NC_019767(2),PHAGE_Entero_mEp234_NC_019715(2),PHAGE_Shigel_SfII_NC_021857(2),PHAGE_Entero_phiP27_NC_003356(2),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Paenib_Vegas_NC_028767(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Entero_HK140_NC_019710(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Entero_mEpX2_NC_019705(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Entero_HK633_NC_019719(1)	10	23.8%	38.32%
>contig_1737	1	15.5Kb	incomplete(10)	NA	385-15923	0	17	12	5	100%	0	no	1	PHAGE_Rhizob_RHEph10_NC_034248(12),PHAGE_Salmon_SSU5_NC_018843(6),PHAGE_Pseudo_nickie_NC_042091(5),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Vibrio_SHOU24_NC_023569(1),PHAGE_Erwini_vB_EamM_Phobos_NC_031043(1),PHAGE_Vibrio_ICP2_2013_A_Haiti_NC_024791(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Cronob_CR5_NC_021531(1),PHAGE_Bacill_SPO1_NC_011421(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Bacill_CampHawk_NC_022761(1),PHAGE_Synech_S_WAM1_NC_031944(1),PHAGE_Provid_vB_PreS_PR1_NC_041913(1),PHAGE_Yersin_phiR201_NC_019919(1)	12	70.58%	38.78%
>contig_1146	1	22.1Kb	incomplete(40)	head,integrase	2473-24641	0	27	12	15	100%	0	yes	4	PHAGE_Paraco_Shpa_NC_041868(4),PHAGE_Sinorh_phiLM21_NC_029046(2),PHAGE_Escher_vB_EcoM_ep3_NC_025430(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Rhizob_RR1_A_NC_021560(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Thermu_P2345_NC_009803(1),PHAGE_Thermu_P7426_NC_009804(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Mycoba_Sbash_NC_026589(1),PHAGE_Xantho_CP2_NC_020205(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Vibrio_PVA1_NC_023605(1),PHAGE_Mycoba_Dante_NC_028946(1),PHAGE_Mycoba_Yoshi_NC_042030(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Pseudo_PS_1_NC_029066(1),PHAGE_Thalas_BA3_NC_009990(1)	8	14.81%	42.78%
>contig_1146	2	12.6Kb	incomplete(20)	integrase	19146-31764	0	25	14	11	100%	0	yes	8	PHAGE_Lactob_Lj965_NC_005355(2),PHAGE_Lactob_JCL1032_NC_019456(2),PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_phiJB_NC_022775(2),PHAGE_Lactob_Lv_1_NC_011801(2),PHAGE_Entero_vB_EfaS_AL3_NC_042126(1),PHAGE_Lactob_PLE2_NC_031036(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Gordon_Nymphadora_NC_031061(1),PHAGE_Entero_vB_EfaS_AL2_NC_042127(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Mycoba_Squirty_NC_026588(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Entero_SANTOR1_NC_031051(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactoc_bIL311_NC_002670(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Bacill_PM1_NC_020883(1),PHAGE_Strept_APCM01_NC_029030(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Entero_IME_EF4_NC_023551(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Strept_315.6_NC_004589(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_iLp1308_NC_028911(1)	3	8%	33.86%
>contig_2645	1	6Kb	incomplete(10)	NA	665-6690	0	17	7	10	100%	0	no	3	PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Clostr_phiCTC2B_NC_030951(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Staphy_187_NC_007047(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Methan_psiM100_NC_002628(1),PHAGE_Lactob_LP65_NC_006565(1),PHAGE_Methan_psiM2_NC_001902(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Clostr_phiCT19406B_NC_030947(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Bacill_SIOphi_NC_042133(1)	3	5.88%	31.66%
>contig_3023	1	6.3Kb	incomplete(50)	integrase	655-6978	0	12	11	1	100%	0	no	6	PHAGE_Entero_P4_NC_001609(1),PHAGE_Prochl_P_SSM7_NC_015290(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Haemop_Aaphi23_NC_004827(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Escher_phiV10_NC_007804(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_AUEF3_NC_042134(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Vibrio_12B3_NC_021067(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Aggreg_S1249_NC_013597(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Sulfol_YNP1_NC_029027(1),PHAGE_Haemop_HP1_NC_001697(1),PHAGE_Thalas_BA3_NC_009990(1)	3	8.33%	35.44%
>contig_144	1	8.4Kb	incomplete(10)	NA	113-8531	0	10	8	2	100%	0	no	2	PHAGE_Entero_P1_NC_005856(2),PHAGE_Escher_RCS47_NC_042128(2),PHAGE_Pseudo_phi3_NC_030940(2),PHAGE_Salmon_SJ46_NC_031129(2),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Cyanop_KBS_S_2A_NC_020854(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Sinorh_phiM7_NC_041929(1),PHAGE_Sinorh_phiM12_NC_027204(1)	5	20%	42.81%
>contig_1518	1	32.5Kb	intact(150)	capsid,fiber,tail,head,protease,portal,terminase	30-32581	0	52	29	23	100%	0	no	12	PHAGE_Lactob_Lv_1_NC_011801(12),PHAGE_Lactob_phiadh_NC_000896(9),PHAGE_Lactob_Lc_Nu_NC_007501(5),PHAGE_Strept_Sfi19_NC_000871(4),PHAGE_Lactoc_bIL309_NC_002668(4),PHAGE_Strept_Sfi21_NC_000872(4),PHAGE_Lactob_JCL1032_NC_019456(4),PHAGE_Lactob_phiAT3_NC_005893(4),PHAGE_Lactob_Lj965_NC_005355(3),PHAGE_Entero_EF62phi_NC_017732(3),PHAGE_Lactob_Sha1_NC_019489(3),PHAGE_Lactob_phiJB_NC_022775(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactob_LF1_NC_019486(2),PHAGE_Lister_A006_NC_009815(2),PHAGE_Lactoc_BK5_T_NC_002796(2),PHAGE_Strept_DT1_NC_002072(2),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_bIL285_NC_002666(2),PHAGE_Lactob_Ldl1_NC_026609(2),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Staphy_96_NC_007057(1),PHAGE_Staphy_StB20_like_NC_028821(1),PHAGE_Lister_vB_LmoS_188_NC_028871(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Lactob_Lj928_NC_005354(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Staphy_phiMR25_NC_010808(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Clostr_phiCD119_NC_007917(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Staphy_88_NC_007063(1),PHAGE_Lactob_KC5a_NC_007924(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Strept_M102_NC_012884(1),PHAGE_Lactob_Lj771_NC_010179(1),PHAGE_Lister_LP_030_3_NC_024384(1),PHAGE_Lister_LP_030_2_NC_021539(1),PHAGE_Lactob_iLp1308_NC_028911(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Bacill_Pascal_NC_027372(1),PHAGE_Staphy_47_NC_007054(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Entero_IME_EFm5_NC_028826(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Clostr_phiCDHM11_NC_029001(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Lactob_ATCC8014_NC_019916(1),PHAGE_Lister_vB_LmoS_293_NC_028929(1),PHAGE_Clostr_phiCD146_NC_028958(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Staphy_StauST398_3_NC_021332(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Pedioc_clP1_NC_016161(1),PHAGE_Staphy_P954_NC_013195(1)	12	23.07%	35.85%
>contig_1584	1	5.1Kb	incomplete(20)	virion	9417-14535	0	10	7	3	100%	0	no	6	PHAGE_Bacill_G_NC_023719(2),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Ralsto_RP12_NC_041911(1),PHAGE_Vibrio_Ceto_NC_042094(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Pseudo_nickie_NC_042091(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Vibrio_pVp_1_NC_019529(1),PHAGE_Rhizob_RHEph10_NC_034248(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Erwini_vB_EamM_EarlPhillipIV_NC_031007(1)	2	20%	34.54%
>contig_1641	1	8.4Kb	incomplete(10)	NA	14841-23286	0	9	7	2	100%	0	no	7	PHAGE_Bacill_G_NC_023719(3),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Ralsto_RP12_NC_041911(1),PHAGE_Brevib_Jimmer1_NC_029104(1),PHAGE_Sphing_Lacusarx_NC_041927(1),PHAGE_Ralsto_RSF1_NC_028899(1),PHAGE_Brevib_Abouo_NC_029029(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Brevib_Jimmer2_NC_041976(1),PHAGE_Brevib_Osiris_NC_028969(1),PHAGE_Brevib_Davies_NC_022980(1),PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Ralsto_RSL2_NC_028950(1),PHAGE_Pseudo_201phi2_1_NC_010821(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pseudo_Noxifer_NC_041994(1),PHAGE_Pseudo_PhiPA3_NC_028999(1),PHAGE_Clostr_c_st_NC_007581(1),PHAGE_Bacill_CP_51_NC_025423(1)	1	33.33%	39.19%
>contig_1370	1	6.3Kb	incomplete(50)	tail	255-6641	0	13	10	3	100%	0	no	4	PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(3),PHAGE_Entero_DE3_NC_042057(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_YYZ_2008_NC_011356(2),PHAGE_Entero_mEp460_NC_019716(2),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Escher_TL_2011b_NC_019445(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Mannhe_phiMHaA1_NC_008201(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Entero_HK630_NC_019723(1),PHAGE_Stx2_c_1717_NC_011357(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Pseudo_PS_1_NC_029066(1)	4	23.07%	38.34%
>contig_2052	1	15.1Kb	incomplete(10)	NA	729-15900	0	23	17	6	100%	0	no	3	PHAGE_Brucel_BiPBO1_NC_031264(7),PHAGE_Rhizob_16_3_NC_011103(6),PHAGE_Paraco_Shpa_NC_041868(2),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Xantho_CP1_NC_019933(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Rhodob_RC1_NC_020839(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Xantho_OP1_NC_007709(1),PHAGE_Xantho_Xp10_NC_004902(1),PHAGE_Xantho_phiL7_NC_012742(1),PHAGE_Strept_phiSASD1_NC_014229(1),PHAGE_Geobac_GBK2_NC_023612(1),PHAGE_Pseudo_MP1412_NC_018282(1)	13	30.43%	47.25%
