contig	protLen	protHits
contig_2639	449	hypothetical protein, fig|1500713.3.peg.28 baseplate J-like protein, fig|431894.2.peg.24 Phage baseplate protein
contig_2639	311	Phage baseplate protein
contig_2639	128	hypothetical protein, fig|1500713.3.peg.28 baseplate J-like protein
contig_2639	341	base plate wedge subunit Not in a subsystem 1340812.3 Synechococcus phage S-MbCM100, complete genome. protein, base plate wedge subunit Not in a subsystem 1493507.3 Synechococcus phage ACG-2014a isolate Syn7803C33, complete genome. protein, baseplate wedge subunit gp25 Not in a subsystem 445685.6 Synechococcus phage S-SSM5 protein, hypothetical protein, fig|1500713.3.peg.27 lysozyme Not in a subsystem 1500713.3 Vibrio phage X29, complete genome. protein, fig|406340.2.peg.20 Phage baseplate assembly protein
contig_2639	344	fig|1530085.3.peg.33 hypothetical protein
contig_2639	302	fig|1500713.3.peg.26 hypothetical protein, fig|1051675.3.peg.88 Phage protein, fig|10661.1.peg.18 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|264729.3.peg.45 Phage methyl-accepting chemotaxis protein
contig_2639	455	fig|1500713.3.peg.25 putative baseplate protein, fig|431894.2.peg.22 Phage baseplate assembly protein
contig_2639	137	fig|1500713.3.peg.25 putative baseplate protein, fig|1436889.4.peg.18 putative tail fiber protein
contig_2639	104	fig|1182515.3.peg.30 phage tail protein, fig|376820.3.peg.32 Phage tail fiber protein
contig_2639	212	fig|1500713.3.peg.24 late control D family protein
contig_2639	803	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2639	206	fig|1500713.3.peg.23 hypothetical protein, fig|264729.3.peg.46 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|431894.2.peg.20 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1279082.3.peg.23 putative tail protein, fig|1136534.3.peg.87 hypothetical protein
contig_2639	599	fig|35345.1.peg.45 Phage tail length tape measure protein
contig_2639	116	fig|1430444.3.peg.230 hypothetical protein, fig|1541825.3.peg.47 hypothetical protein
contig_2639	191	fig|1273742.3.peg.23 tape measure protein, fig|139872.2.peg.41 Phage tail length tape measure protein
contig_2639	149	Phage protein, peptidase Synechococcus phage S-SSM7 | Synechococcus | phage | S-SSM7 protein, fig|1262539.3.peg.63 hypothetical protein, fig|6666666.74349.peg.24 phage tail tube protein, fig|6666666.74351.peg.18 phage tail tube protein
contig_2639	107	NA
contig_2639	128	NA
contig_2639	179	fig|315953.2.peg.58 Phage protein, fig|1458670.3.peg.93 hypothetical protein
contig_2639	275	tail tape measure protein, fig|1448276.3.peg.7 TMP domain-containing protein, fig|1448273.3.peg.8 putative structural phage protein, fig|35345.1.peg.45 Phage tail length tape measure protein
contig_2639	119	Phage tail length tape measure protein
contig_2639	89	NA
contig_2639	470	fig|6666666.74261.peg.5 putative phage tail length tape measure protein, fig|6666666.74263.peg.46 putative phage tail length tape measure protein, fig|6666666.74264.peg.11 putative phage tail length tape measure protein, fig|6666666.74697.peg.17 putative phage tail length tape measure protein, fig|6666666.74265.peg.11 putative phage tail length tape measure protein
contig_2639	101	Phage DNA helicase protein
contig_2639	98	NA
contig_2639	137	fig|12336.2.peg.191 Phage protein, fig|6666666.3709.peg.106 Phage protein, fig|6666666.3837.peg.107 Phage protein, fig|6666666.3849.peg.105 Phage protein, fig|6666666.3857.peg.105 Phage protein
contig_2639	125	fig|1486413.3.peg.61 RtcB Not in a subsystem 1486413.3 Listeria phage LMTA-148, complete genome. protein, fig|1541821.3.peg.4 hypothetical protein, fig|1168744.3.peg.45 hypothetical protein, fig|330395.2.peg.160 Protein RtcB Not in a subsystem 330395.2 unclassified SPO1-like viruses Listeria phage P100 protein
contig_2639	119	NA
contig_2639	95	NA
contig_2640	695	fig|340054.2.peg.33 Antirepressor Rha protein, fig|67571.2.peg.43 Phage protein, fig|348058.2.peg.18 Phage antirepressor protein
contig_2640	161	Phage transcriptional repressor CI protein
contig_2640	218	Phage protein, P-starvation inducible protein, fig|10753.2.peg.24 probably distribution of replicating phage DNA in vivo Not in a subsystem 10753.2 Phi29-like viruses Bacillus phage Nf protein, fig|10726.1.peg.30 Phage protein, fig|1567006.3.peg.26 hypothetical protein, fig|749413.3.peg.47 Phage protein, fig|491003.2.peg.31 Phage protein
contig_2640	155	hypothetical protein, fig|172667.1.peg.57 Phage antirepressor ACLAME_Phage_regulation_of_gene_expression| Phage_regulation_of_gene_expression 172667.1 Bacteriophage PY54 protein, fig|255431.1.peg.28 Phage protein
contig_2640	293	fig|6666666.74563.peg.13 Phage minor structural protein, fig|582345.3.peg.43 putative DNA helicase Not in a subsystem 582345.3 Pseudomonas phage KPP10 protein, fig|981430.3.peg.147 putative DNA helicase Not in a subsystem 981430.3 Pseudomonas phage P3_CHA protein, fig|981431.3.peg.147 putative DNA helicase Not in a subsystem 981431.3 Pseudomonas phage PAK_P3 protein, fig|1327965.3.peg.148 putative DNA helicase Not in a subsystem 1327965.3 Pseudomonas phage CHA_P1, complete genome. protein
contig_2640	179	hypothetical protein, fig|331278.3.peg.100 Phage protein
contig_2640	320	Phage protein
contig_2640	287	gp38 Mycobacterium phage JoeDirt | Mycobacterium | phage | JoeDirt protein, gp39 Mycobacterium phage UPIE | Mycobacterium | phage | UPIE protein, fig|255431.1.peg.48 Phage transcriptional regulator protein
contig_2640	623	fig|1147146.3.peg.23 tail fiber assembly protein, fig|1147148.3.peg.25 tail fiber assembly protein, fig|10710.1.peg.26 Phage tail fiber assembly protein
contig_2640	1889	fig|37554.1.peg.22 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|432198.3.peg.24 side tail fiber protein, fig|331278.3.peg.230 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1127514.3.peg.83 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1116482.3.peg.236 hypothetical protein
contig_2640	632	fig|264729.3.peg.51 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|431894.2.peg.25 Phage tail protein
contig_2640	1142	fig|1500713.3.peg.28 baseplate J-like protein, fig|264729.3.peg.50 Phage baseplate protein
contig_2640	341	base plate wedge subunit Not in a subsystem 1340812.3 Synechococcus phage S-MbCM100, complete genome. protein, base plate wedge subunit Not in a subsystem 1493507.3 Synechococcus phage ACG-2014a isolate Syn7803C33, complete genome. protein, baseplate wedge subunit gp25 Not in a subsystem 445685.6 Synechococcus phage S-SSM5 protein, hypothetical protein, fig|1500713.3.peg.27 lysozyme Not in a subsystem 1500713.3 Vibrio phage X29, complete genome. protein, fig|406340.2.peg.20 Phage baseplate assembly protein
contig_2640	632	fig|1500713.3.peg.26 hypothetical protein, fig|431894.2.peg.19 Phage methyl-accepting chemotaxis protein
contig_2640	650	fig|1500713.3.peg.25 putative baseplate protein, fig|947843.3.peg.7 Baseplate assembly protein, fig|1279082.3.peg.11 putative baseplate assembly protein, fig|103216.1.peg.15 Phage baseplate assembly protein
contig_2640	1166	fig|1500713.3.peg.24 late control D family protein, fig|431894.2.peg.21 Phage tail fiber protein
contig_2640	206	fig|1500713.3.peg.23 hypothetical protein, fig|264729.3.peg.46 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|431894.2.peg.20 Phage tail fiber ACLAME_Phage_tail| Phage_tail_ protein, fig|1279082.3.peg.23 putative tail protein, fig|1136534.3.peg.87 hypothetical protein
contig_2640	1559	Phage tail length tape measure protein
contig_2640	1481	fig|6666666.74530.peg.48 Phage-related minor tail protein, fig|6666666.74261.peg.5 putative phage tail length tape measure protein, fig|6666666.74528.peg.12 Phage-related minor tail protein, fig|6666666.74263.peg.46 putative phage tail length tape measure protein, fig|6666666.74264.peg.11 putative phage tail length tape measure protein
contig_2640	137	fig|12336.2.peg.191 Phage protein, fig|6666666.3709.peg.106 Phage protein, fig|6666666.3837.peg.107 Phage protein, fig|6666666.3849.peg.105 Phage protein, fig|6666666.3857.peg.105 Phage protein
contig_2640	341	fig|1500713.3.peg.20 hypothetical protein, fig|1500713.3.peg.21 hypothetical protein
contig_2640	95	gp075 (endogenous virus protein
contig_2640	503	fig|1500713.3.peg.18 tail tube FII family protein, fig|431894.2.peg.14 Phage tail tube Phage_tail_ protein, fig|264729.3.peg.40 gp40 Phage_tail_ protein, fig|35343.1.peg.25 Phage tail tube Phage_tail_ protein, fig|1182515.3.peg.26 major tail tube protein
contig_2640	1442	fig|1500713.3.peg.17 tail sheath protein, fig|264729.3.peg.39 Phage tail sheath Phage_tail_ protein, fig|431894.2.peg.13 Phage tail sheath Phage_tail_ protein, fig|1229754.3.peg.22 tail sheath protein, fig|631719.3.peg.21 Phage tail sheath protein
contig_2640	257	fig|1414747.3.peg.82 hypothetical protein
contig_2640	386	fig|1500713.3.peg.15 hypothetical protein, fig|1126950.4.peg.64 Phage protein, fig|1308896.3.peg.48 hypothetical protein, fig|1498220.3.peg.52 hypothetical protein, fig|225979.1.peg.45 Phage protein
contig_2640	578	fig|1500713.3.peg.14 hypothetical protein, fig|1498228.4.peg.94 putative minor tail protein, fig|760939.3.peg.24 Phage protein
contig_2640	317	single-stranded DNA binding protein, fig|942016.3.peg.11 Phage protein, fig|1206557.3.peg.47 hypothetical protein, fig|6666666.74188.peg.17 phage-related protein, fig|6666666.74195.peg.18 phage-related protein, fig|6666666.74324.peg.20 serine/threonine protein
contig_2640	521	NA
contig_2640	1040	fig|1500713.3.peg.11 major capsid E family protein, fig|129861.2.peg.22 Phage major capsid protein
contig_2640	365	fig|1500713.3.peg.10 hypothetical protein, fig|1133022.3.peg.63 decorator protein, fig|1173754.3.peg.16 decorator protein, fig|242861.1.peg.39 Phage capsid decoration protein
contig_2640	1493	fig|1131316.3.peg.6 peptidase S49 Not in a subsystem 1131316.3 Rhodobacter phage RcapNL protein, fig|77775.1.peg.113 Phage protein, fig|1567025.3.peg.56 putative head maturation protease Not in a subsystem 1567025.3 Salmonella phage HB-2014, complete genome. protein, fig|576791.2.peg.63 Phage protein, fig|694060.3.peg.81 Phage capsid maturation protease protein
contig_2640	1607	fig|1500713.3.peg.8 portal protein, fig|6666666.74190.peg.4 phage portal protein, fig|6666666.74154.peg.48 phage portal protein, fig|6666666.74155.peg.47 phage portal protein, fig|6666666.74573.peg.4 phage portal protein
contig_2640	239	fig|1500713.3.peg.7 hypothetical protein, fig|1147149.3.peg.3 hypothetical protein, fig|1147156.3.peg.3 hypothetical protein, fig|1147152.3.peg.3 hypothetical protein, fig|414970.2.peg.3 Phage protein
contig_2640	995	fig|1500713.3.peg.3 terminase large subunit Not in a subsystem 1500713.3 Vibrio phage X29, complete genome. protein, fig|669875.3.peg.32 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|1541883.3.peg.24 large terminase subunit Not in a subsystem 1541883.3 Escherichia phage vB_EcoM-ep3, complete genome. protein, fig|1279082.3.peg.2 putative terminase, large subunit Not in a subsystem 1279082.3 Pseudomonas phage PPpW-3 DNA, complete sequence. protein, fig|6666666.74561.peg.2 terminase large subunit Not in a subsystem 6666666.74561 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S38-C55 clone protein
contig_2640	221	terminase large subunit Not in a subsystem 6666666.74195 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S32-C55 protein, fig|6666666.74195.peg.2 terminase large subunit Not in a subsystem 6666666.74195 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S32-C55 protein, fig|6666666.74521.peg.19 terminase large subunit Not in a subsystem 6666666.74521 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S29-C94 clone protein, fig|6666666.74149.peg.2 terminase large subunit Not in a subsystem 6666666.74149 uncultured Mediterranean phage uvMED-CGF-C5-MedDCM-OCT-S42-C132 protein, fig|6666666.74154.peg.50 terminase large subunit Not in a subsystem 6666666.74154 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S25-C20 protein, fig|6666666.74155.peg.49 terminase large subunit Not in a subsystem 6666666.74155 uncultured Mediterranean phage uvMED-CGF-C5B-MedDCM-OCT-S32-C20 protein
contig_2640	95	Phage protein, hypothetical protein
contig_2640	110	terminase large subunit Not in a subsystem 6666666.74445 uncultured Mediterranean phage uvMED-GF-C91-MedDCM-OCT-S44-C178 protein, terminase large subunit Not in a subsystem 6666666.74444 uncultured Mediterranean phage uvMED-GF-C91-MedDCM-OCT-S26-C130 protein, terminase large subunit Not in a subsystem 6666666.74521 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S29-C94 clone protein, terminase large subunit Not in a subsystem 6666666.74195 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S32-C55 protein, terminase large subunit Not in a subsystem 6666666.74588 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S42-C54 clone protein, terL gene product Synechococcus phage S-CBS1 | gene | product | Synechococcus | phage | S-CBS1 protein, packaging terminase large subunit gpA Acidithiobacillus phage AcaML1 | terminase | large | subunit | gpA | Acidithiobacillus | phage | AcaML1 protein, terL gene product Synechococcus phage S-CBS3 | gene | product | Synechococcus | phage | S-CBS3 protein, terminase large subunit Vibrio phage phi 2 | large | subunit | Vibrio | phage | phi | 2 protein, fig|6666666.74588.peg.2 terminase large subunit Not in a subsystem 6666666.74588 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S42-C54 clone protein, fig|6666666.74444.peg.15 terminase large subunit Not in a subsystem 6666666.74444 uncultured Mediterranean phage uvMED-GF-C91-MedDCM-OCT-S26-C130 protein, fig|6666666.74445.peg.2 terminase large subunit Not in a subsystem 6666666.74445 uncultured Mediterranean phage uvMED-GF-C91-MedDCM-OCT-S44-C178 protein, fig|6666666.74195.peg.2 terminase large subunit Not in a subsystem 6666666.74195 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S32-C55 protein, fig|6666666.74521.peg.19 terminase large subunit Not in a subsystem 6666666.74521 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S29-C94 clone protein
contig_2640	380	packaging terminase large subunit gpA Acidithiobacillus phage AcaML1 | terminase | large | subunit | gpA | Acidithiobacillus | phage | AcaML1 protein, fig|753085.3.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|909297.4.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|6666666.74195.peg.2 terminase large subunit Not in a subsystem 6666666.74195 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S32-C55 protein, fig|6666666.74521.peg.19 terminase large subunit Not in a subsystem 6666666.74521 uncultured Mediterranean phage uvMED-GF-U-MedDCM-OCT-S29-C94 clone protein, fig|6666666.74190.peg.2 terminase large subunit Not in a subsystem 6666666.74190 uncultured Mediterranean phage uvMED-CGF-C7-MedDCM-OCT-S26-C28 protein
contig_2640	95	fig|879630.3.peg.98 Phage protein
contig_2640	146	antirepressor antB Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, Phage protein, antirepressor antB Escherichia phage P13803 | antB | Escherichia | phage | P13803 protein, putative antirepressor Escherichia phage phiON-2011 | antirepressor | Escherichia | phage | phiON-2011 protein, antirepressor antB Escherichia phage P13374 | antB | Escherichia | phage | P13374 protein, anti-repressor protein, putative antirepressor Shigella phage Ss-VASD | antirepressor | Shigella | phage | Ss-VASD protein
contig_2640	308	fig|6666666.74579.peg.20 hypothetical protein, fig|64186.1.peg.29 Phage cI repressor protein
contig_2640	110	Phage tape measure Not in a subsystem 1074309.3 Mycobacterium phage BigNuz protein, tapemeasure Not in a subsystem 1567472.3 Mycobacterium phage Malithi, complete genome. protein, tapemeasure Not in a subsystem 1429793.3 Mycobacterium phage Donovan, complete genome. protein, gp16 Mycobacterium phage BigNuz | Mycobacterium | phage | BigNuz protein, tapemeasure protein, tapemeasure Mycobacterium phage Malithi | Mycobacterium | phage | Malithi protein, tapemeasure Mycobacterium phage Donovan | Mycobacterium | phage | Donovan protein
contig_2640	233	Phage protein
contig_2640	125	fig|346881.2.peg.15 Phage protein
contig_2640	143	fig|942016.3.peg.24 Phage protein, fig|722417.3.peg.19 Phage protein, fig|1150989.3.peg.121 Phage protein, fig|230158.1.peg.38 Phage protein, fig|683735.2.peg.30 Phage protein
contig_2640	356	fig|984186.3.peg.27 hypothetical protein, fig|55884.1.peg.51 Phage outer membrane lytic protein, fig|66284.3.peg.53 i-spanin Not in a subsystem 66284.3 Shigella phage SfII, complete genome. protein, fig|1407493.3.peg.52 i-spanin (Rz protein, fig|10753.2.peg.24 probably distribution of replicating phage DNA in vivo Not in a subsystem 10753.2 Phi29-like viruses Bacillus phage Nf protein
contig_2640	440	Phage protein, hypothetical protein, fig|1335230.3.peg.188 peptidase Not in a subsystem 1335230.3 Pseudomonas phage PaBG, complete genome. protein, fig|335797.2.peg.42 Phage protein, fig|1282994.3.peg.26 peptidase M15A Not in a subsystem 1282994.3 Burkholderia phage ST79, complete genome. protein, fig|1105171.3.peg.18 Phage protein, fig|6666666.73688.peg.55 peptidase M15 Not in a subsystem 6666666.73688 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S35-C8 protein
contig_2640	326	fig|984186.3.peg.25 phage holin Not in a subsystem 984186.3 Cronobacter phage ENT47670, complete genome. protein, fig|1129194.3.peg.77 Phage protein, fig|318596.2.peg.27 Phage protein
contig_2640	107	NA
contig_2640	92	NA
contig_2640	92	DNA methyltransferase Not in a subsystem 1327037.3 Croceibacter phage P2559Y, complete genome. protein, DNA methyltransferase Croceibacter phage P2559Y | methyltransferase | Croceibacter | phage | P2559Y protein, DNA methyltransferase Bacillus phage Eldridge | methyltransferase | Bacillus | phage | Eldridge protein, putative C-5 cytosine-specific DNA methylase Streptococcus phage phiD12 | C-5 | cytosine-specific | DNA | methylase | Streptococcus | phage | phiD12 protein, hypothetical protein, fig|1327037.3.peg.41 DNA methyltransferase Not in a subsystem 1327037.3 Croceibacter phage P2559Y, complete genome. protein, fig|320122.2.peg.61 Type II, 5-methyl-cytosine DNA methyltransferase protein
contig_2640	212	putative DNA modification methylase (N.MgoV protein, Mod Not in a subsystem 979532.3 Vibrio phage ICP1_2006_D protein, Mod Not in a subsystem 979531.3 Vibrio phage ICP1_2006_C protein, DNA (cytosine-5 protein, Type II restriction-modification system methylation subunit Not in a subsystem 948870.3 Enterobacteria phage phi92 protein, putative DNA-methyltransferase, type II restriction-modification system (Enterobacteria phage RB16 protein, putative DNA-methyltransferase Enterobacteria phage vB_KleM-RaK2 | DNA-methyltransferase | Enterobacteria | phage | vB_KleM-RaK2 protein, Phi92_gp043 Enterobacteria phage phi92 | Enterobacteria | phage | phi92 protein, fig|979531.3.peg.226 Mod Not in a subsystem 979531.3 Vibrio phage ICP1_2006_C protein, fig|979532.3.peg.226 Mod Not in a subsystem 979532.3 Vibrio phage ICP1_2006_D protein, fig|979527.3.peg.224 putative DNA modification methylase (N.MgoV protein, fig|1147094.3.peg.191 DNA (cytosine-5 protein, fig|948870.3.peg.39 Type II restriction-modification system methylation subunit Not in a subsystem 948870.3 Enterobacteria phage phi92 protein
contig_2640	281	DNA methyltransferase Not in a subsystem 1327037.3 Croceibacter phage P2559Y, complete genome. protein, Modification methylase Rho11sI (EC 2.1.1.37 protein, Protein of Unknown Function Not in a subsystem 6666666.43252 Cellulophaga phage phi18:2 protein, Protein of Unknown Function Not in a subsystem 6666666.43246 Cellulophaga phage phi18:1 protein, Site-specific DNA methylase (Dcm protein, DNA methyltransferase Croceibacter phage P2559Y | methyltransferase | Croceibacter | phage | P2559Y protein, dcm gene product Synechococcus phage S-CBS2 | gene | product | Synechococcus | phage | S-CBS2 protein, DNA methylase Cellulophaga phage phi18:2 | methylase | Cellulophaga | phage | phi18:2 protein, DNA methylase Cellulophaga phage phi18:1 | methylase | Cellulophaga | phage | phi18:1 protein, Phi92_gp043 Enterobacteria phage phi92 | Enterobacteria | phage | phi92 protein, fig|1327037.3.peg.41 DNA methyltransferase Not in a subsystem 1327037.3 Croceibacter phage P2559Y, complete genome. protein, fig|753084.3.peg.4 Modification methylase Rho11sI (EC 2.1.1.37 protein, fig|6666666.43246.peg.1 Protein of Unknown Function Not in a subsystem 6666666.43246 Cellulophaga phage phi18:1 protein, fig|6666666.43252.peg.1 Protein of Unknown Function Not in a subsystem 6666666.43252 Cellulophaga phage phi18:2 protein, fig|948870.3.peg.39 Type II restriction-modification system methylation subunit Not in a subsystem 948870.3 Enterobacteria phage phi92 protein
contig_2640	263	Mod Not in a subsystem 979532.3 Vibrio phage ICP1_2006_D protein, Mod Not in a subsystem 979531.3 Vibrio phage ICP1_2006_C protein, Site-specific DNA methylase (Dcm protein, DNA-cytosine methyltransferase Not in a subsystem 1141136.3 Cronobacter phage vB_CsaM_GAP32, complete genome. protein, DNA (cytosine-5 protein, putative DNA-methyltransferase, type II restriction-modification system (Enterobacteria phage RB16 protein, DNA-cytosine methyltransferase Cronobacter phage vB_CsaM_GAP32 | methyltransferase | Cronobacter | phage | vB_CsaM_GAP32 protein, putative DNA-methyltransferase Enterobacteria phage vB_KleM-RaK2 | DNA-methyltransferase | Enterobacteria | phage | vB_KleM-RaK2 protein, fig|1141136.3.peg.395 DNA-cytosine methyltransferase Not in a subsystem 1141136.3 Cronobacter phage vB_CsaM_GAP32, complete genome. protein, fig|1147094.3.peg.191 DNA (cytosine-5 protein, fig|979531.3.peg.226 Mod Not in a subsystem 979531.3 Vibrio phage ICP1_2006_C protein, fig|979532.3.peg.226 Mod Not in a subsystem 979532.3 Vibrio phage ICP1_2006_D protein, fig|6666666.74561.peg.29 Site-specific DNA methylase (Dcm protein
contig_2640	449	Type II, N6M-methyladenine DNA methyltransferase (group beta protein, putative DNA adenine methylase Klebsiella phage phiKO2 | DNA | adenine | methylase | Klebsiella | phage | phiKO2 protein, fig|255431.1.peg.52 Type II, N6M-methyladenine DNA methyltransferase (group beta protein, fig|40631.1.peg.53 DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis| Phage_DNA_synthesis_NEW 40631.1 Bacteriophage N15 protein, fig|55884.1.peg.48 Type II, N6M-methyladenine DNA methyltransferase (group beta protein, fig|631719.3.peg.59 DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis| Phage_DNA_synthesis_NEW 631719.3 Vibrio phage VP58.5 protein, fig|103807.1.peg.24 Type II, N6M-methyladenine DNA methyltransferase (group beta protein
contig_2640	269	DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis Phage_DNA_synthesis_NEW 40631.1 Bacteriophage N15 protein, Type II, N6M-methyladenine DNA methyltransferase (group beta protein, adenine-specific methyltransferase Not in a subsystem 1229754.3 Vibrio phage vB_VpaM_MAR, complete genome. protein, DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis Phage_DNA_synthesis_NEW 207597.1 Vibrio harveyi bacteriophage VHML protein, DNA adenine-methylase Yersinia phage PY54 | adenine-methylase | Yersinia | phage | PY54 protein, putative DNA adenine methylase Klebsiella phage phiKO2 | DNA | adenine | methylase | Klebsiella | phage | phiKO2 protein, ORF17 Vibrio phage VHML | Vibrio | phage | VHML protein, adenine-specific methyltransferase Vibrio phage vB_VpaM_MAR | methyltransferase | Vibrio | phage | vB_VpaM_MAR protein, gp53 protein, fig|40631.1.peg.53 DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis| Phage_DNA_synthesis_NEW 40631.1 Bacteriophage N15 protein, fig|172667.1.peg.60 Type II, N6M-methyladenine DNA methyltransferase (group beta protein, fig|255431.1.peg.52 Type II, N6M-methyladenine DNA methyltransferase (group beta protein, fig|207597.1.peg.17 DNA adenine methyltransferase, phage-associated Phage_DNA_synthesis| Phage_DNA_synthesis_NEW 207597.1 Vibrio harveyi bacteriophage VHML protein, fig|1229754.3.peg.58 adenine-specific methyltransferase Not in a subsystem 1229754.3 Vibrio phage vB_VpaM_MAR, complete genome. protein
contig_2640	125	NA
contig_2640	89	NA
contig_2640	95	structural protein
contig_2640	179	fig|1327959.4.peg.87 hypothetical protein, fig|947981.3.peg.15 Phage protein
contig_2640	395	NA
contig_2640	239	fig|762660.3.peg.189 Phage baseplate hub subunit protein
contig_2640	950	fig|172667.1.peg.46 DNA recombinase, phage-associated Phage_integration_and_excision 172667.1 Bacteriophage PY54 protein, fig|1458863.3.peg.5 RgdC-like exonuclease Not in a subsystem 1458863.3 Shewanella sp. phage 3/49, complete genome. protein, fig|1500713.3.peg.49 DNA recombination-dependent growth factor C Not in a subsystem 1500713.3 Vibrio phage X29, complete genome. protein, fig|1414739.3.peg.14 recombinase Not in a subsystem 1414739.3 Vibrio phage SHOU24, complete genome. protein, fig|10682.2.peg.65 Recombination associated protein
contig_2640	311	fig|172667.1.peg.44 Phage protein, fig|261726.2.peg.65 Phage protein, fig|1229754.3.peg.53 hypothetical protein, fig|631719.3.peg.54 Phage protein, fig|1340829.4.peg.36 hypothetical protein
contig_2640	617	fig|172667.1.peg.43 Phage anti-termination ACLAME_Phage_antitermination_ protein, fig|40631.1.peg.40 Phage anti-termination protein
contig_2647	1418	helicase Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, Phage protein, putative helicase Not in a subsystem 984175.3 Cronobacter phage ENT39118, complete genome. protein, helicase Escherichia phage P13374 | Escherichia | phage | P13374 protein, helicase domain protein, helicase Escherichia phage phi191 | Escherichia | phage | phi191 protein, helicase Shigella phage Ss-VASD | Shigella | phage | Ss-VASD protein, putative helicase (endogenous virus protein, fig|1124655.3.peg.33 Phage protein, fig|1150869.3.peg.36 helicase Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, fig|128975.2.peg.20 DNA helicase (EC 3.6.1.- protein
contig_2647	122	Phage-associated DNA primase (EC 2.7.7.- protein, putative phage DNA primase Not in a subsystem 984175.3 Cronobacter phage ENT39118, complete genome. protein, putative bacteriophage DNA primase Salmonella phage Fels-1 | bacteriophage | DNA | primase | Salmonella | phage | Fels-1 protein, putative phage DNA primase Cronobacter phage ENT39118 | phage | DNA | primase | Cronobacter | phage | ENT39118 protein, fig|128975.2.peg.21 Phage-associated DNA primase (EC 2.7.7.- protein, fig|1124655.3.peg.34 DNA primase (EC 2.7.7.- protein, fig|1150869.3.peg.37 primase Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, fig|984175.3.peg.29 putative phage DNA primase Not in a subsystem 984175.3 Cronobacter phage ENT39118, complete genome. protein, fig|35343.1.peg.40 Phage protein
contig_2647	254	fig|128975.2.peg.21 Phage-associated DNA primase (EC 2.7.7.- protein, fig|984175.3.peg.29 putative phage DNA primase Not in a subsystem 984175.3 Cronobacter phage ENT39118, complete genome. protein, fig|1124655.3.peg.34 DNA primase (EC 2.7.7.- protein, fig|1150869.3.peg.37 primase Not in a subsystem 1150869.3 Escherichia phage P13374, complete genome. protein, fig|6666666.74283.peg.5 T7-like DNA polymerase nucleotidyl transferase Not in a subsystem 6666666.74283 uncultured Mediterranean phage uvMED-GF-C2-MedDCM-OCT-S40-C35 protein
