scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match
contig_3063	4775	47	Y	N	1	*	3063	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3064	5784	4	Y	N	1	*	3064	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3065	8462	17	Y	N	1	*	3065	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3066	5965	31	Y	N	1	*	3066	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3067	5144	34	Y	N	1	*	3067	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3068	4094	18	Y	N	1	*	3068	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	53	NA	MN855723	NA	94.34	matthijnssen
contig_3069	4098	43	Y	N	1	*	3069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_307	5900	7	N	Y	3	*	307	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	967.75	NA	MN855708	NA	91.02425	matthijnssen
contig_3070	5589	41	Y	N	1	*	3070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3071	2972	129	Y	N	1	*	3071	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	90.0896666666667	1193	439.666666666667	MN856015	JAAOBB010000007.1	82.397	both
contig_3072	6642	17	Y	N	1	*	3072	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3073	8634	16	Y	N	1	*	3073	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3074	7349	45	Y	N	1	*	3074	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3075	6249	60	Y	N	1	*	3075	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	895	NA	MN855729	NA	82.458	matthijnssen
contig_3076	5119	26	Y	N	1	*	3076	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3077	5037	25	Y	N	1	*	3077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3078	3575	17	Y	N	1	*	3078	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3079	5811	13	Y	N	1	*	3079	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_308	428	10	N	Y	1	*	308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409	NA	MN855708	NA	75.795	matthijnssen
contig_3080	6678	16	Y	N	1	*	3080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3081	4359	47	Y	N	1	*	3081	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	83.375	837	1197	MN855613	JAAOBB010000029.1	86.619	both
contig_3082	3632	19	Y	N	1	*	3082	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3083	3340	50	Y	N	1	*	3083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3084	7500	26	Y	N	1	*	3084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3085	7691	6	Y	N	1	*	3085	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3086	6067	33	Y	N	1	*	3086	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3087	4495	312	Y	N	2	*	3087	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	856.4	NA	MN855803	NA	92.4966	matthijnssen
contig_3088	12623	9	Y	N	1	*	3088	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3089	8293	38	Y	N	1	*	3089	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	93.2666	NA	1655.6	NA	JAAOBB010000003.1	NA	engel
contig_3090	5077	19	Y	N	1	*	3090	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3091	4330	121	Y	N	2	*	3091	plasmid	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	95.8374	874.6	485	MN856006	JAAOBB010000017.1	94.3156	both
contig_3092	8214	7	Y	N	1	*	3092	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3093	6523	27	Y	N	1	*	3093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3094	5013	9	Y	N	1	*	3094	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	77.453	582.2	1335	MN855708	JAAOBB010000022.1	90.6178	both
contig_3095	3009	61	Y	N	1	*	3095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3096	5685	16	Y	N	1	*	3096	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3097	4247	42	Y	N	2	*	3097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3098	13556	8	Y	N	1	*	3098	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3099	5585	16	Y	N	1	*	3099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_31	1884	370	N	Y	3	*	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3100	5229	58	Y	N	1	*	3100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3101	4763	58	Y	N	1	*	3101	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	88.144	878	641	MN856008	JAAOBB010000029.1	91.0863333333333	both
contig_3102	10599	9	Y	N	1	*	3102	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3104	2726	333	Y	N	3	*	3104	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3105	7951	12	Y	N	1	*	3105	plasmid	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3106	3603	80	Y	N	1	*	3106	virus	lysogenic,lysogenic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	93.915	310.5	440.5	MN855671	JAAOBB010000022.1	84.524	both
contig_3107	4426	24	Y	N	1	*	3107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3108	1449	80	Y	N	1	*	3108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3109	5140	7	Y	N	1	*	3109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_311	4500	429	N	Y	214	*	311	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1198.33333333333	NA	MN855708	NA	95.006	matthijnssen
contig_3110	28709	6	Y	N	1	*	3110	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	691	NA	MN855734	NA	86.687	matthijnssen
contig_3111	6238	27	Y	N	1	*	3111	virus	lytic	low quality draft	incomplete(20)	head	11	8	no	PHAGE_Lactob_phiadh_NC_000896(7),PHAGE_Lactob_Sha1_NC_019489(5),PHAGE_Lactoc_bIL286_NC_002667(4),PHAGE_Lactoc_lato_NC_004746(3),PHAGE_Strept_Sfi19_NC_000871(2),PHAGE_Strept_DT1_NC_002072(2),PHAGE_Strept_Sfi21_NC_000872(2),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_BK5_T_NC_002796(2),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Strept_7201_NC_002185(1),PHAGE_Lactob_Lv_1_NC_011801(1)	NA	2354.5	NA	MN856101	NA	91.137	matthijnssen
contig_3112	2224	38	Y	N	1	*	3112	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3113	1945	110	Y	N	1	*	3113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3114	7274	27	Y	N	1	*	3114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3115	2239	76	Y	N	1	*	3115	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	83.603	478	433	MN855845	JAAOBB010000029.1	86.192	both
contig_3116	2256	24	Y	N	1	*	3116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3117	2152	34	Y	N	1	*	3117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3118	2247	83	Y	N	9	*	3118	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	281.75	NA	MN855708	NA	77.7185	matthijnssen
contig_3119	3105	65	Y	N	1	*	3119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_312	993	26	N	Y	3	*	312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431.5	NA	MN855708	NA	93.1965	matthijnssen
contig_3120	2979	178	Y	N	2	*	3120	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3121	4201	44	Y	N	1	*	3121	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3122	3367	43	Y	N	1	*	3122	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3123	6381	11	Y	N	1	*	3123	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3125	1898	38	Y	N	1	*	3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3126	1876	57	Y	N	1	*	3126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3127	8677	71	Y	N	1	*	3127	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3128	3107	28	Y	N	1	*	3128	organism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3129	5198	10	Y	N	1	*	3129	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_313	145	10	N	Y	1	*	313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	149	NA	MN855708	NA	95.302	matthijnssen
contig_3130	5025	4	Y	N	1	*	3130	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3131	1315	214	Y	N	2	*	3131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3132	3712	11	Y	N	1	*	3132	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3133	4489	13	Y	N	1	*	3133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3134	8981	13	Y	N	1	*	3134	virus	lytic	low quality draft	incomplete(30)	tail	16	11	no	PHAGE_Lactob_Lb338_1_NC_012530(3),PHAGE_Entero_EFLK1_NC_029026(2),PHAGE_Bacill_Bobb_NC_024792(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Staphy_phiIPLA_RODI_NC_028765(1),PHAGE_Bacill_Shbh1_NC_030925(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Staphy_phiIPLA_C1C_NC_028962(1),PHAGE_Lister_List_36_NC_024364(1),PHAGE_Bacill_Bastille_NC_018856(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Staphy_SA11_NC_019511(1),PHAGE_Staphy_S25_3_NC_022920(1),PHAGE_Staphy_P108_NC_025426(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Entero_ECP3_NC_027335(1),PHAGE_Staphy_812_NC_029080(1),PHAGE_Bacill_CAM003_NC_024216(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Staphy_Twort_NC_007021(1),PHAGE_Staphy_phiIBB_SEP1_NC_041928(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Staphy_GH15_NC_019448(1),PHAGE_Staphy_Stau2_NC_030933(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Staphy_JD007_NC_019726(1),PHAGE_Bacill_SIOphi_NC_042133(1)	96.1215	2256.75	1469	MN856100	JAAOBB010000173.1	97.64	both
contig_3135	3369	19	Y	N	1	*	3135	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3136	1347	12	Y	N	1	*	3136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3137	4514	27	Y	N	1	*	3137	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3138	2234	57	Y	N	1	*	3138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3139	2412	19	Y	N	1	*	3139	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	785.666666666667	NA	MN855989	NA	83.4073333333333	matthijnssen
contig_314	4794	6	N	Y	3	*	314	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	74.831	1999	2225	MN855708	JAAOBB010000022.1	91.046	both
contig_3140	1413	33	Y	N	1	*	3140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3141	1106	127	Y	N	1	*	3141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3142	4576	52	Y	N	1	*	3142	virus	lysogenic,lysogenic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3144	3400	7	Y	N	1	*	3144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3145	4577	12	Y	N	1	*	3145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3146	1289	42	Y	N	1	*	3146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3148	1944	65	Y	N	1	*	3148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3149	2762	91	Y	N	1	*	3149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_315	1623	38	N	Y	19	*	315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	523.5	NA	MN855708	NA	95.2225	matthijnssen
contig_3150	3379	108	Y	N	1	*	3150	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	81.582	368.6	384.5	MN856104	JAAOBB010000150.1	90.12	both
contig_3152	2306	125	Y	N	1	*	3152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3153	3393	12	Y	N	1	*	3153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3154	2892	10	Y	N	1	*	3154	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	91.874	388	443	MN855975	JAAOBB010000140.1	87.113	both
contig_3155	3889	28	Y	N	1	*	3155	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3156	2187	92	Y	N	1	*	3156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3157	1957	172	Y	N	2	*	3157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3158	4823	17	Y	N	1	*	3158	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3159	5395	14	Y	N	1	*	3159	virus	lytic,lytic	low quality draft,complete circular	questionable(80)	tail	13	11	no	PHAGE_Phage_Gifsy_1_NC_010392(3),PHAGE_Entero_mEp460_NC_019716(3),PHAGE_Entero_DE3_NC_042057(2),PHAGE_Entero_lambda_NC_001416(2),PHAGE_Entero_HK629_NC_019711(2),PHAGE_Salmon_Fels_1_NC_010391(2),PHAGE_Entero_HK630_NC_019723(2),PHAGE_Mannhe_vB_MhS_587AP2_NC_028743(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_cdtI_NC_009514(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Escher_Rtp_NC_007603(1),PHAGE_Haemop_HP1_NC_001697(1)	NA	590	NA	MN855729	NA	80.9685	matthijnssen
contig_3160	3379	16	Y	N	1	*	3160	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	92.9885	698	517.5	MN855677	JAAOBB010000017.1	92.55	both
contig_3161	2012	73	Y	N	1	*	3161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3162	3706	5	Y	N	1	*	3162	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3163	2493	4	Y	N	1	*	3163	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3164	2394	62	Y	N	1	*	3164	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	88.762	1400	1406	MN855721	JAAOBB010000051.1	88.143	both
contig_3165	5163	10	Y	N	1	*	3165	virus	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3166	3015	43	Y	N	1	*	3166	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3167	1310	32	Y	N	1	*	3167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3168	1932	112	Y	N	1	*	3168	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3169	11474	71	Y	N	1	*	3169	virus	lytic,lytic	high quality draft,complete circular	NA	NA	NA	NA	NA	NA	83.176	1298.57142857143	4440	MN855982	JAAOBB010000036.1	91.3342857142857	both
contig_3170	4277	28	Y	N	1	*	3170	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3171	3477	49	Y	N	1	*	3171	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3173	3508	22	Y	N	1	*	3173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3174	2725	74	Y	N	1	*	3174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3175	3134	22	Y	N	1	*	3175	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3176	2572	47	Y	N	1	*	3176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3178	1607	45	Y	N	1	*	3178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3179	1784	69	Y	N	1	*	3179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	882	NA	MN856004	NA	96.2365	matthijnssen
contig_318	450	8	N	Y	1	*	318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197	NA	MN855708	NA	90.355	matthijnssen
contig_3180	2832	134	Y	N	1	*	3180	organism	lytic,lytic	low quality draft,complete circular	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3181	2255	72	Y	N	1	*	3181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_3182	4702	59	Y	N	1	*	3182	organism	NA	NA	NA	NA	NA	NA	NA	NA	94.096	653.333333333333	542	MN856006	JAAOBB010000018.1	95.7246666666667	both
contig_319	2740	246	N	Y	7	*	319	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.086	2648	549	MN856038	JAAOBB010000022.1	94.071	both
contig_320	1011	19	N	Y	1	*	320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1011	NA	MN855708	NA	96.835	matthijnssen
contig_321	563	17	N	Y	1	*	321	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.048	562	525	MN855708	JAAOBB010000022.1	96.797	both
contig_323	774	59	N	Y	29	*	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	774	NA	MN855708	NA	84.755	matthijnssen
contig_324	900	27	N	Y	13	*	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_325	330	11	N	Y	1	*	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	NA	MN855708	NA	93.958	matthijnssen
contig_327	281	206	N	Y	8	*	327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	236	NA	MN855708	NA	95.763	matthijnssen
contig_329	670	21	N	Y	1	*	329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	270	NA	MN855708	NA	95.185	matthijnssen
contig_332	176	63	N	Y	1	*	332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	178	NA	MN855710	NA	95.506	matthijnssen
contig_333	3481	126	N	Y	63	*	333	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	324.25	NA	MN855708	NA	93.71625	matthijnssen
contig_334	117	8	N	Y	1	*	334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	MN855708	NA	95.789	matthijnssen
contig_336	1215	24	N	Y	6	*	336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_338	8554	4	N	Y	1	*	338	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	808.166666666667	NA	MN855708	NA	91.5928333333333	matthijnssen
contig_339	17148	58	N	N	2	*	339	virus	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1010.16666666667	NA	MN855708	NA	93.5595	matthijnssen
contig_340	701	501	N	Y	125	*	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	701	NA	MN855708	NA	96.862	matthijnssen
contig_342	1356	17	N	Y	2	*	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_343	259	15	N	Y	1	*	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261	NA	MN855708	NA	91.954	matthijnssen
contig_344	958	131	N	Y	21	*	344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	517	NA	MN855708	NA	96.132	matthijnssen
contig_345	3154	1018	N	Y	339	*	345	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	898.666666666667	NA	MN855708	NA	93.9163333333333	matthijnssen
contig_348	603	39	N	Y	1	*	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	301	NA	MN855708	NA	94.676	matthijnssen
contig_349	796	53	N	Y	1	*	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	748	NA	MN855708	NA	87.834	matthijnssen
contig_35	4070	28	N	Y	7	*	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
contig_350	1955	24	N	Y	8	*	350	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	982	NA	MN855708	NA	93.449	matthijnssen
contig_351	1531	13	N	Y	4	*	351	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	1534	NA	MN855708	NA	96.154	matthijnssen
contig_352	527	28	N	Y	9	*	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	266.5	NA	MN855708	NA	96.06	matthijnssen
contig_353	1285	24	N	Y	12	*	353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	593	NA	MN855708	NA	84.3285	matthijnssen
contig_354	785	29	N	Y	1	*	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.5	NA	MN855708	NA	93.836	matthijnssen
contig_355	765	150	N	Y	75	*	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	765	NA	MN855708	NA	97.516	matthijnssen
contig_356	497	7	N	Y	1	*	356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253	NA	MN855708	NA	95.0425	matthijnssen
contig_358	525	6	N	Y	1	*	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190	NA	MN855708	NA	88.947	matthijnssen
contig_359	1150	150	N	Y	30	*	359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	703	NA	MN855710	NA	91.75	matthijnssen
contig_360	1618	26	N	Y	13	*	360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1618	NA	MN855708	NA	95.859	matthijnssen
contig_361	1731	10	N	Y	2	*	361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	493	NA	MN855708	NA	89.452	matthijnssen
contig_362	2717	95	N	Y	47	*	362	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	2718	NA	MN855708	NA	94.518	matthijnssen
contig_364	480	271	N	Y	15	*	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	475	NA	MN855708	NA	93.895	matthijnssen
contig_366	501	11	N	Y	1	*	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none
